distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
53144	ensorlt00000023961	sorlg00000019230	ptprz1a-201	6	999004	1057637	-	mRNA	protein_coding
-83141	ensorlt00000032648	sorlg00000030143	ano1-201	6	920542	990879	+	mRNA	protein_coding
-95299	ensorlt00000034185	sorlg00000026455	-	6	901158	908384	-	mRNA	protein_coding
-95299	ensorlt00000028612	sorlg00000026455	-	6	897005	908384	-	mRNA	protein_coding
135556	ensorlt00000023927	sorlg00000019204	-	6	1130288	1140049	-	mRNA	protein_coding
183588	ensorlt00000034733	sorlg00000028094	-	6	1147575	1188081	-	mRNA	protein_coding
187626	ensorlt00000038423	sorlg00000027479	ciao2a-201	6	1192119	1203850	+	mRNA	protein_coding
-204859	ensorlt00000032743	sorlg00000024503	rassf10-201	6	798824	800266	+	mRNA	protein_coding
-243272	ensorlt00000003180	sorlg00000022032	tead1a-202	6	760411	789909	+	mRNA	protein_coding
-243510	ensorlt00000044301	sorlg00000022032	tead1a-201	6	760173	794890	+	mRNA	protein_coding
255305	ensorlt00000022877	sorlg00000018264	aass-202	6	1220383	1259798	-	mRNA	protein_coding
255422	ensorlt00000028633	sorlg00000018264	aass-201	6	1219078	1259915	-	mRNA	protein_coding
-274639	ensorlt00000028377	sorlg00000026518	-	6	725343	729044	-	mRNA	protein_coding
285932	ensorlt00000026602	sorlg00000021621	snord97-201	6	1290247	1290425	-	snoRNA	snorna
293702	ensorlt00000022890	sorlg00000018274	eif4g2b-202	6	1274138	1298195	-	mRNA	protein_coding
294661	ensorlt00000022891	sorlg00000018274	eif4g2b-201	6	1278505	1299154	-	mRNA	protein_coding
-315387	ensorlt00000024002	sorlg00000019267	parvaa-201	6	688296	722021	+	mRNA	protein_coding
-315387	ensorlt00000024000	sorlg00000019267	parvaa-202	6	688296	722021	+	mRNA	protein_coding
-350190	ensorlt00000036343	sorlg00000026538	-	6	653493	657437	+	mRNA	protein_coding
-363919	ensorlt00000034532	sorlg00000022801	-	6	639764	650167	+	mRNA	protein_coding
-381980	ensorlt00000035682	sorlg00000019295	dkk3b-202	6	607892	621703	-	mRNA	protein_coding
-389842	ensorlt00000024032	sorlg00000019295	dkk3b-201	6	607591	613841	-	mRNA	protein_coding
-400921	ensorlt00000046597	sorlg00000019305	far1-201	6	587137	602762	-	mRNA	protein_coding
-400929	ensorlt00000024043	sorlg00000019305	far1-202	6	588918	602754	-	mRNA	protein_coding
-439634	ensorlt00000024054	sorlg00000019316	cyb5r2-202	6	558864	564049	-	mRNA	protein_coding
-439634	ensorlt00000024055	sorlg00000019316	cyb5r2-201	6	558864	564049	-	mRNA	protein_coding
-445550	ensorlt00000024063	sorlg00000019323	poglut3-201	6	542798	558133	-	mRNA	protein_coding
-464255	ensorlt00000024070	sorlg00000019330	-	6	539428	541699	+	mRNA	protein_coding
-469713	ensorlt00000040156	sorlg00000024357	-	6	530287	533970	-	mRNA	protein_coding
