distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
178799	ensorlt00000027678	sorlg00000021942	lep-b-201	23	16749424	16750309	+	mRNA	protein_coding
183493	ensorlt00000031217	sorlg00000028186	-	23	16748465	16754118	-	mRNA	protein_coding
183537	ensorlt00000039086	sorlg00000028186	-	23	16748465	16754162	-	mRNA	protein_coding
184868	ensorlt00000031178	sorlg00000028186	-	23	16748465	16755493	-	mRNA	protein_coding
-185620	ensorlt00000019054	sorlg00000015207	lrrc4.1-201	23	16381344	16384199	-	mRNA	protein_coding
199801	ensorlt00000035398	sorlg00000024290	si:dkey-31f5.11-201	23	16770426	16793635	+	mRNA	protein_coding
237890	ensorlt00000019074	sorlg00000015224	impdh1b-201	23	16791144	16808515	-	mRNA	protein_coding
-256002	ensorlt00000019045	sorlg00000015201	snd1-203	23	16313817	16469115	+	mRNA	protein_coding
-256002	ensorlt00000045917	sorlg00000015201	snd1-202	23	16313817	16469115	+	mRNA	protein_coding
-256002	ensorlt00000046915	sorlg00000015201	snd1-201	23	16313817	16482257	+	mRNA	protein_coding
-260411	ensorlt00000019018	sorlg00000015177	-	23	16303192	16309408	-	mRNA	protein_coding
-260411	ensorlt00000038417	sorlg00000015177	-	23	16305881	16309408	-	mRNA	protein_coding
261566	ensorlt00000019079	sorlg00000015230	si:dkey-159a18.1-201	23	16832191	16839642	+	mRNA	protein_coding
-262727	ensorlt00000038629	sorlg00000015177	-	23	16304322	16307092	-	mRNA	protein_coding
269854	ensorlt00000019109	sorlg00000015255	fam3c-201	23	16840479	16846001	+	mRNA	protein_coding
269854	ensorlt00000019111	sorlg00000015255	fam3c-202	23	16840479	16846001	+	mRNA	protein_coding
-282990	ensorlt00000030502	sorlg00000030537	-	23	16286829	16287944	+	mRNA	protein_coding
-285986	ensorlt00000032410	sorlg00000025600	-	23	16283833	16285417	+	mRNA	protein_coding
332334	ensorlt00000034495	sorlg00000029614	btg1-201	23	16902959	16908191	+	mRNA	protein_coding
357814	ensorlt00000031287	sorlg00000029439	-	23	16925446	16928439	-	mRNA	protein_coding
-403223	ensorlt00000019007	sorlg00000015164	cacna2d1a-201	23	16166596	16251085	+	mRNA	protein_coding
415846	ensorlt00000034259	sorlg00000026036	wu:fc23c09-201	23	16986471	16992179	+	mRNA	protein_coding
446202	ensorlt00000042063	sorlg00000015308	dcn-201	23	17016827	17036541	+	mRNA	protein_coding
446202	ensorlt00000042419	sorlg00000015308	dcn-202	23	17016827	17036541	+	mRNA	protein_coding
446202	ensorlt00000019172	sorlg00000015308	dcn-203	23	17016827	17036541	+	mRNA	protein_coding
-451496	ensorlt00000045049	sorlg00000015076	pcloa-204	23	16118323	16154463	+	mRNA	protein_coding
-466869	ensorlt00000028545	sorlg00000015076	pcloa-201	23	16102950	16157458	+	mRNA	protein_coding
-466869	ensorlt00000018897	sorlg00000015076	pcloa-203	23	16102950	16157458	+	mRNA	protein_coding
-466869	ensorlt00000041573	sorlg00000015076	pcloa-202	23	16102950	16157458	+	mRNA	protein_coding
470416	ensorlt00000019182	sorlg00000015318	lum-201	23	17041041	17048039	+	mRNA	protein_coding
484148	ensorlt00000019191	sorlg00000015326	kera-201	23	17054773	17056716	+	mRNA	protein_coding
488334	ensorlt00000029329	sorlg00000029785	epyc-201	23	17058959	17083282	+	mRNA	protein_coding
