distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
160352	ensorlt00000032992	sorlg00000029467	-	1	32249247	32255477	+	mRNA	protein_coding
-207282	ensorlt00000040213	sorlg00000025862	-	1	31880981	31885877	+	mRNA	protein_coding
275765	ensorlt00000046356	sorlg00000014109	abca1a-202	1	32364660	32397169	+	mRNA	protein_coding
275765	ensorlt00000028871	sorlg00000014109	abca1a-203	1	32364660	32397169	+	mRNA	protein_coding
279070	ensorlt00000017693	sorlg00000014109	abca1a-201	1	32367965	32394790	+	mRNA	protein_coding
-282992	ensorlt00000031017	sorlg00000026418	sgcz-201	1	31805271	32165360	+	mRNA	protein_coding
320585	ensorlt00000028321	sorlg00000023891	-	1	32399208	32409480	-	mRNA	protein_coding
329418	ensorlt00000033739	sorlg00000025646	-	1	32410627	32418313	-	mRNA	protein_coding
332574	ensorlt00000017701	sorlg00000025646	-	1	32410627	32421469	-	mRNA	protein_coding
332574	ensorlt00000028817	sorlg00000025646	-	1	32410627	32421469	-	mRNA	protein_coding
332574	ensorlt00000034158	sorlg00000025646	-	1	32410627	32421469	-	mRNA	protein_coding
332574	ensorlt00000032937	sorlg00000025646	-	1	32410627	32421469	-	mRNA	protein_coding
334479	ensorlt00000034856	sorlg00000025646	-	1	32410627	32423374	-	mRNA	protein_coding
378936	ensorlt00000031891	sorlg00000028925	-	1	32467831	32470396	+	mRNA	protein_coding
-382117	ensorlt00000017584	sorlg00000014026	tusc3-201	1	31614181	31706146	-	mRNA	protein_coding
-382117	ensorlt00000017591	sorlg00000014026	tusc3-202	1	31614181	31706146	-	mRNA	protein_coding
414401	ensorlt00000030989	sorlg00000029929	-	1	32500806	32503296	-	mRNA	protein_coding
463966	ensorlt00000026909	sorlg00000028037	-	1	32546754	32552861	-	mRNA	protein_coding
478720	ensorlt00000034094	sorlg00000023095	-	1	32560198	32567615	-	mRNA	protein_coding
