distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	ensorlt00000043834	sorlg00000025381	rgn-202	2	25168882	25184827	+	mRNA	protein_coding
-268	ensorlt00000039646	sorlg00000025381	rgn-201	2	25168407	25188178	+	mRNA	protein_coding
23986	ensorlt00000038162	sorlg00000018917	-	2	25184848	25193315	-	mRNA	protein_coding
23986	ensorlt00000037561	sorlg00000018917	-	2	25184848	25193315	-	mRNA	protein_coding
24713	ensorlt00000023606	sorlg00000018917	-	2	25184848	25194042	-	mRNA	protein_coding
26106	ensorlt00000034230	sorlg00000026638	-	2	25195435	25197265	+	mRNA	protein_coding
-27010	ensorlt00000035634	sorlg00000022777	vps16-201	2	25141665	25168861	+	mRNA	protein_coding
44866	ensorlt00000033943	sorlg00000021888	-	2	25214195	25219865	+	mRNA	protein_coding
60349	ensorlt00000036164	sorlg00000018002	olgc3-201	2	25229678	25338010	+	mRNA	protein_coding
60355	ensorlt00000022543	sorlg00000018002	olgc3-202	2	25229684	25336557	+	mRNA	protein_coding
-63567	ensorlt00000023069	sorlg00000018433	cavin2b-201	2	25097804	25105108	-	mRNA	protein_coding
-68846	ensorlt00000023103	sorlg00000018464	ebpl-201	2	25090274	25099829	-	mRNA	protein_coding
-83676	ensorlt00000023180	sorlg00000018533	eef1b2-201	2	25083104	25084999	-	mRNA	protein_coding
-84915	ensorlt00000026700	sorlg00000021719	-	2	25083687	25083760	-	snoRNA	snorna
-85146	ensorlt00000028017	sorlg00000028756	-	2	25083529	25084061	+	mRNA	protein_coding
-86207	ensorlt00000023125	sorlg00000018486	arl11-201	2	25082468	25090074	+	mRNA	protein_coding
-94280	ensorlt00000040101	sorlg00000028428	-	2	25074395	25077787	+	mRNA	protein_coding
-105932	ensorlt00000037328	sorlg00000028337	-	2	25062743	25070814	+	mRNA	protein_coding
-111829	ensorlt00000023205	sorlg00000018558	cd59-201	2	25054305	25056846	-	mRNA	protein_coding
-116453	ensorlt00000023213	sorlg00000018566	mlpha-201	2	25045332	25052222	-	mRNA	protein_coding
134702	ensorlt00000036193	sorlg00000027803	-	2	25302688	25304031	-	mRNA	protein_coding
-134960	ensorlt00000028351	sorlg00000030005	-	2	25022109	25033715	-	mRNA	protein_coding
-135115	ensorlt00000029196	sorlg00000030005	-	2	25022109	25033560	-	mRNA	protein_coding
-143248	ensorlt00000039655	sorlg00000026167	-	2	25019886	25025427	-	mRNA	protein_coding
-153825	ensorlt00000036748	sorlg00000024266	cdk15-201	2	25011160	25014850	-	mRNA	protein_coding
-160360	ensorlt00000038391	sorlg00000027269	-	2	25006660	25008315	-	mRNA	protein_coding
-165013	ensorlt00000024311	sorlg00000019538	-	2	25003662	25008134	+	mRNA	protein_coding
-168055	ensorlt00000028193	sorlg00000027905	-	2	24999668	25000620	-	mRNA	protein_coding
-168055	ensorlt00000042072	sorlg00000027905	-	2	24997217	25000620	-	mRNA	protein_coding
-172598	ensorlt00000038732	sorlg00000022597	-	2	24984530	24996077	-	mRNA	protein_coding
-198169	ensorlt00000030343	sorlg00000026438	abi3bpb-205	2	24970506	24984185	+	mRNA	protein_coding
-198169	ensorlt00000032630	sorlg00000026438	abi3bpb-204	2	24970506	24984185	+	mRNA	protein_coding
-198169	ensorlt00000044155	sorlg00000026438	abi3bpb-203	2	24970506	24984185	+	mRNA	protein_coding
