distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
5858	ensorlt00000002422	sorlg00000001947	aasdh-201	4	3959963	3967934	-	mRNA	protein_coding
6396	ensorlt00000037813	sorlg00000028421	-	4	3968472	3976908	+	mRNA	protein_coding
-8847	ensorlt00000002413	sorlg00000001937	si:dkeyp-117h8.2-201	4	3952368	3957927	+	mRNA	protein_coding
15399	ensorlt00000002465	sorlg00000001979	paics-201	4	3977475	3989993	+	mRNA	protein_coding
15967	ensorlt00000027386	sorlg00000001965	ppat-202	4	3969324	3978043	-	mRNA	protein_coding
18655	ensorlt00000002447	sorlg00000001965	ppat-201	4	3969324	3980731	-	mRNA	protein_coding
-38934	ensorlt00000029638	sorlg00000001929	prrc2c-201	4	3888505	3922281	-	mRNA	protein_coding
39086	ensorlt00000002489	sorlg00000001998	-	4	3991707	4001162	-	mRNA	protein_coding
39249	ensorlt00000002491	sorlg00000001998	-	4	3992915	4001325	-	mRNA	protein_coding
-42486	ensorlt00000002403	sorlg00000001929	prrc2c-202	4	3897529	3918729	-	mRNA	protein_coding
46407	ensorlt00000002499	sorlg00000002003	nrl-201	4	4001351	4008483	-	mRNA	protein_coding
-75731	ensorlt00000002382	sorlg00000001910	myoc-202	4	3885484	3891115	+	mRNA	protein_coding
-76383	ensorlt00000002384	sorlg00000001910	myoc-201	4	3884832	3893413	+	mRNA	protein_coding
-89098	ensorlt00000002368	sorlg00000001902	vamp4-201	4	3872117	3882621	+	mRNA	protein_coding
-93772	ensorlt00000039617	sorlg00000023054	-	4	3867443	3870760	+	mRNA	protein_coding
95941	ensorlt00000044988	sorlg00000002020	-	4	4021687	4058017	-	mRNA	protein_coding
95941	ensorlt00000002522	sorlg00000002020	-	4	4021687	4058017	-	mRNA	protein_coding
-96879	ensorlt00000002361	sorlg00000001895	rangrf-201	4	3863770	3864336	-	mRNA	protein_coding
-101626	ensorlt00000040161	sorlg00000022310	mettl13-201	4	3845025	3859589	-	mRNA	protein_coding
-102094	ensorlt00000040749	sorlg00000029653	itpa-201	4	3859121	3864462	+	mRNA	protein_coding
-109908	ensorlt00000002352	sorlg00000001885	-	4	3837959	3851307	-	mRNA	protein_coding
115896	ensorlt00000002523	sorlg00000002024	-	4	4077972	4079260	+	mRNA	protein_coding
119470	ensorlt00000002534	sorlg00000002031	-	4	4081546	4084926	+	mRNA	protein_coding
-122292	ensorlt00000026248	sorlg00000021267	mir214-201	4	3838923	3839003	+	miRNA	mirna
-123983	ensorlt00000026110	sorlg00000021129	ola-mir-199a-1-201	4	3837232	3837329	+	miRNA	mirna
156436	ensorlt00000002527	sorlg00000002027	-	4	4118512	4124383	+	mRNA	protein_coding
158671	ensorlt00000037005	sorlg00000028011	-	4	4120747	4125437	+	mRNA	protein_coding
165216	ensorlt00000035719	sorlg00000022114	zgc:103559-201	4	4127292	4131820	+	mRNA	protein_coding
171175	ensorlt00000024096	sorlg00000019350	agxta-201	4	4133251	4139373	+	mRNA	protein_coding
171175	ensorlt00000024098	sorlg00000019350	agxta-202	4	4133251	4138803	+	mRNA	protein_coding
179089	ensorlt00000002546	sorlg00000002041	dtymk-201	4	4141165	4152191	+	mRNA	protein_coding
179303	ensorlt00000002548	sorlg00000002041	dtymk-202	4	4141379	4152324	+	mRNA	protein_coding
196761	ensorlt00000035415	sorlg00000002098	atg4b-204	4	4152783	4158837	-	mRNA	protein_coding
201222	ensorlt00000035461	sorlg00000002098	atg4b-203	4	4152783	4163298	-	mRNA	protein_coding
201716	ensorlt00000002614	sorlg00000002098	atg4b-201	4	4152783	4163792	-	mRNA	protein_coding
201716	ensorlt00000002617	sorlg00000002098	atg4b-202	4	4152783	4163792	-	mRNA	protein_coding
214588	ensorlt00000028215	sorlg00000026569	boka-201	4	4166622	4176664	-	mRNA	protein_coding
262287	ensorlt00000036270	sorlg00000002154	farp2-201	4	4180775	4224363	-	mRNA	protein_coding
262287	ensorlt00000041968	sorlg00000002154	farp2-202	4	4180775	4224363	-	mRNA	protein_coding
262287	ensorlt00000002679	sorlg00000002154	farp2-203	4	4186660	4224363	-	mRNA	protein_coding
271038	ensorlt00000002775	sorlg00000002226	hdlbpa-201	4	4233114	4248292	+	mRNA	protein_coding
273791	ensorlt00000038626	sorlg00000002226	hdlbpa-202	4	4235867	4248539	+	mRNA	protein_coding
