distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-5987	ensorlt00000001968	sorlg00000001586	rel-201	15	7336692	7352023	+	mRNA	protein_coding
19438	ensorlt00000001978	sorlg00000001597	pex13-201	15	7362998	7365294	+	mRNA	protein_coding
23299	ensorlt00000002020	sorlg00000001625	si:ch211-189k9.2-202	15	7366859	7376803	+	mRNA	protein_coding
23299	ensorlt00000043424	sorlg00000001625	si:ch211-189k9.2-201	15	7366859	7377279	+	mRNA	protein_coding
-30657	ensorlt00000001962	sorlg00000001577	papolg-201	15	7312022	7335632	+	mRNA	protein_coding
-32975	ensorlt00000043564	sorlg00000023483	haao-201	15	7296976	7309704	-	mRNA	protein_coding
-46822	ensorlt00000001905	sorlg00000001535	-	15	7295857	7297545	+	mRNA	protein_coding
-49719	ensorlt00000001901	sorlg00000023646	hcar1-3-201	15	7285497	7292960	-	mRNA	protein_coding
51748	ensorlt00000002042	sorlg00000001642	xpo1b-203	15	7379865	7395308	-	mRNA	protein_coding
54200	ensorlt00000038686	sorlg00000001642	xpo1b-202	15	7376516	7397760	-	mRNA	protein_coding
54233	ensorlt00000041288	sorlg00000001642	xpo1b-201	15	7376516	7397793	-	mRNA	protein_coding
-61045	ensorlt00000001897	sorlg00000001530	-	15	7274669	7281634	-	mRNA	protein_coding
63359	ensorlt00000026877	sorlg00000001649	pcgf6-201	15	7406919	7416677	+	mRNA	protein_coding
63359	ensorlt00000035054	sorlg00000001649	pcgf6-202	15	7406919	7416677	+	mRNA	protein_coding
63359	ensorlt00000002047	sorlg00000001649	pcgf6-203	15	7406919	7416677	+	mRNA	protein_coding
83171	ensorlt00000002064	sorlg00000001662	-	15	7418767	7426731	-	mRNA	protein_coding
143731	ensorlt00000029873	sorlg00000029181	-	15	7485817	7487291	-	mRNA	protein_coding
199629	ensorlt00000037532	sorlg00000028110	-	15	7541192	7543189	-	mRNA	protein_coding
-395698	ensorlt00000028254	sorlg00000022580	zfp36l2-201	15	6946981	6952400	+	mRNA	protein_coding
406306	ensorlt00000002079	sorlg00000001676	vrk2-201	15	7749866	7779508	+	mRNA	protein_coding
411061	ensorlt00000039499	sorlg00000001676	vrk2-202	15	7754621	7779508	+	mRNA	protein_coding
462273	ensorlt00000002108	sorlg00000001695	fancl-202	15	7781036	7805833	-	mRNA	protein_coding
462442	ensorlt00000002107	sorlg00000001695	fancl-201	15	7776085	7806002	-	mRNA	protein_coding
