distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
725	ensorlt00000000515	sorlg00000000417	-	9	1935527	1940777	-	mRNA	protein_coding
6304	ensorlt00000045125	sorlg00000024554	-	9	1943765	1946356	-	mRNA	protein_coding
8427	ensorlt00000035817	sorlg00000024525	-	9	1948479	1951063	+	mRNA	protein_coding
-15146	ensorlt00000000492	sorlg00000000401	siat8c2-201	9	1923928	1930131	+	mRNA	protein_coding
18800	ensorlt00000000568	sorlg00000000460	zgc:172315-201	9	1951151	1958852	-	mRNA	protein_coding
-20012	ensorlt00000000472	sorlg00000000384	-	9	1919062	1922638	+	mRNA	protein_coding
24786	ensorlt00000000572	sorlg00000000466	tal2-201	9	1964500	1964838	-	mRNA	protein_coding
44482	ensorlt00000031314	sorlg00000030010	-	9	1967230	1984534	-	mRNA	protein_coding
-50784	ensorlt00000000458	sorlg00000000372	zenzai-202	9	1878531	1888290	-	mRNA	protein_coding
-51051	ensorlt00000035514	sorlg00000000372	zenzai-201	9	1875739	1888023	-	mRNA	protein_coding
55117	ensorlt00000000597	sorlg00000000488	krt1-c5-202	9	1988611	1995169	-	mRNA	protein_coding
55649	ensorlt00000000595	sorlg00000000488	krt1-c5-201	9	1988298	1995701	-	mRNA	protein_coding
71396	ensorlt00000000611	sorlg00000000498	si:ch211-236k19.2-201	9	2004120	2011448	-	mRNA	protein_coding
-85099	ensorlt00000039311	sorlg00000000353	-	9	1853975	1866218	+	mRNA	protein_coding
86445	ensorlt00000000625	sorlg00000000509	ptgs1-201	9	2026497	2038137	+	mRNA	protein_coding
-87386	ensorlt00000000429	sorlg00000000353	-	9	1851688	1866218	+	mRNA	protein_coding
-87386	ensorlt00000036394	sorlg00000000353	-	9	1851688	1866218	+	mRNA	protein_coding
-90146	ensorlt00000000419	sorlg00000000346	-	9	1847206	1848928	-	mRNA	protein_coding
-94825	ensorlt00000032405	sorlg00000027430	-	9	1840506	1844249	-	mRNA	protein_coding
-102182	ensorlt00000039444	sorlg00000000343	secisbp2-201	9	1824698	1836892	-	mRNA	protein_coding
-102182	ensorlt00000040108	sorlg00000000343	secisbp2-202	9	1824698	1836892	-	mRNA	protein_coding
-102182	ensorlt00000000416	sorlg00000000343	secisbp2-203	9	1824698	1836892	-	mRNA	protein_coding
123820	ensorlt00000000673	sorlg00000000547	pmpca-201	9	2063872	2070984	+	mRNA	protein_coding
123891	ensorlt00000027274	sorlg00000000547	pmpca-202	9	2063943	2070984	+	mRNA	protein_coding
-130466	ensorlt00000000408	sorlg00000000338	prlrb-201	9	1808608	1821032	+	mRNA	protein_coding
