distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-8750	ensorlt00000002534	sorlg00000002031	-	4	4081546	4084926	+	mRNA	protein_coding
-12324	ensorlt00000002523	sorlg00000002024	-	4	4077972	4079260	+	mRNA	protein_coding
27269	ensorlt00000002527	sorlg00000002027	-	4	4118512	4124383	+	mRNA	protein_coding
29504	ensorlt00000037005	sorlg00000028011	-	4	4120747	4125437	+	mRNA	protein_coding
-32279	ensorlt00000044988	sorlg00000002020	-	4	4021687	4058017	-	mRNA	protein_coding
-32279	ensorlt00000002522	sorlg00000002020	-	4	4021687	4058017	-	mRNA	protein_coding
36049	ensorlt00000035719	sorlg00000022114	zgc:103559-201	4	4127292	4131820	+	mRNA	protein_coding
42008	ensorlt00000024098	sorlg00000019350	agxta-202	4	4133251	4138803	+	mRNA	protein_coding
42008	ensorlt00000024096	sorlg00000019350	agxta-201	4	4133251	4139373	+	mRNA	protein_coding
49922	ensorlt00000002546	sorlg00000002041	dtymk-201	4	4141165	4152191	+	mRNA	protein_coding
50136	ensorlt00000002548	sorlg00000002041	dtymk-202	4	4141379	4152324	+	mRNA	protein_coding
67594	ensorlt00000035415	sorlg00000002098	atg4b-204	4	4152783	4158837	-	mRNA	protein_coding
72055	ensorlt00000035461	sorlg00000002098	atg4b-203	4	4152783	4163298	-	mRNA	protein_coding
72549	ensorlt00000002614	sorlg00000002098	atg4b-201	4	4152783	4163792	-	mRNA	protein_coding
72549	ensorlt00000002617	sorlg00000002098	atg4b-202	4	4152783	4163792	-	mRNA	protein_coding
-81813	ensorlt00000002499	sorlg00000002003	nrl-201	4	4001351	4008483	-	mRNA	protein_coding
85421	ensorlt00000028215	sorlg00000026569	boka-201	4	4166622	4176664	-	mRNA	protein_coding
-88971	ensorlt00000002491	sorlg00000001998	-	4	3992915	4001325	-	mRNA	protein_coding
-89134	ensorlt00000002489	sorlg00000001998	-	4	3991707	4001162	-	mRNA	protein_coding
-109565	ensorlt00000002447	sorlg00000001965	ppat-201	4	3969324	3980731	-	mRNA	protein_coding
-112253	ensorlt00000027386	sorlg00000001965	ppat-202	4	3969324	3978043	-	mRNA	protein_coding
-112821	ensorlt00000002465	sorlg00000001979	paics-201	4	3977475	3989993	+	mRNA	protein_coding
-121824	ensorlt00000037813	sorlg00000028421	-	4	3968472	3976908	+	mRNA	protein_coding
-122362	ensorlt00000002422	sorlg00000001947	aasdh-201	4	3959963	3967934	-	mRNA	protein_coding
133120	ensorlt00000002679	sorlg00000002154	farp2-203	4	4186660	4224363	-	mRNA	protein_coding
133120	ensorlt00000041968	sorlg00000002154	farp2-202	4	4180775	4224363	-	mRNA	protein_coding
133120	ensorlt00000036270	sorlg00000002154	farp2-201	4	4180775	4224363	-	mRNA	protein_coding
-137928	ensorlt00000002413	sorlg00000001937	si:dkeyp-117h8.2-201	4	3952368	3957927	+	mRNA	protein_coding
141871	ensorlt00000002775	sorlg00000002226	hdlbpa-201	4	4233114	4248292	+	mRNA	protein_coding
144624	ensorlt00000038626	sorlg00000002226	hdlbpa-202	4	4235867	4248539	+	mRNA	protein_coding
-168015	ensorlt00000029638	sorlg00000001929	prrc2c-201	4	3888505	3922281	-	mRNA	protein_coding
-171567	ensorlt00000002403	sorlg00000001929	prrc2c-202	4	3897529	3918729	-	mRNA	protein_coding
-204812	ensorlt00000002382	sorlg00000001910	myoc-202	4	3885484	3891115	+	mRNA	protein_coding
-205464	ensorlt00000002384	sorlg00000001910	myoc-201	4	3884832	3893413	+	mRNA	protein_coding
-218179	ensorlt00000002368	sorlg00000001902	vamp4-201	4	3872117	3882621	+	mRNA	protein_coding
-222853	ensorlt00000039617	sorlg00000023054	-	4	3867443	3870760	+	mRNA	protein_coding
-225960	ensorlt00000002361	sorlg00000001895	rangrf-201	4	3863770	3864336	-	mRNA	protein_coding
-230707	ensorlt00000040161	sorlg00000022310	mettl13-201	4	3845025	3859589	-	mRNA	protein_coding
-231175	ensorlt00000040749	sorlg00000029653	itpa-201	4	3859121	3864462	+	mRNA	protein_coding
-238989	ensorlt00000002352	sorlg00000001885	-	4	3837959	3851307	-	mRNA	protein_coding
-251373	ensorlt00000026248	sorlg00000021267	mir214-201	4	3838923	3839003	+	miRNA	mirna
-253064	ensorlt00000026110	sorlg00000021129	ola-mir-199a-1-201	4	3837232	3837329	+	miRNA	mirna
259767	ensorlt00000042389	sorlg00000028819	-	4	4351010	4361296	+	mRNA	protein_coding
333163	ensorlt00000029692	sorlg00000025740	-	4	4424406	4431043	+	mRNA	protein_coding
373957	ensorlt00000023553	sorlg00000018867	sox14-201	4	4465200	4465916	+	mRNA	protein_coding
-440212	ensorlt00000042822	sorlg00000001786	dab1a-201	4	3554997	3650084	-	mRNA	protein_coding
440970	ensorlt00000002793	sorlg00000002250	hs2st1b-201	4	4532213	4551525	+	mRNA	protein_coding
-481489	ensorlt00000034699	sorlg00000001786	dab1a-202	4	3554997	3608807	-	mRNA	protein_coding
-481489	ensorlt00000031049	sorlg00000001786	dab1a-205	4	3555066	3608807	-	mRNA	protein_coding
-481489	ensorlt00000045944	sorlg00000001786	dab1a-204	4	3554997	3608807	-	mRNA	protein_coding
-481489	ensorlt00000037964	sorlg00000001786	dab1a-203	4	3554997	3608807	-	mRNA	protein_coding
495574	ensorlt00000045427	sorlg00000025650	lmo4b-201	4	4586817	4599497	+	mRNA	protein_coding
495574	ensorlt00000029777	sorlg00000025650	lmo4b-202	4	4586817	4599497	+	mRNA	protein_coding
