distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-21573	ensorlt00000028404	sorlg00000029493	-	2	12141322	12147869	-	mRNA	protein_coding
74237	ensorlt00000000732	sorlg00000028915	-	2	12198740	12245297	-	mRNA	protein_coding
90821	ensorlt00000000735	sorlg00000027116	-	2	12256249	12261881	-	mRNA	protein_coding
174236	ensorlt00000046414	sorlg00000027125	-	2	12342601	12345296	-	mRNA	protein_coding
206857	ensorlt00000042441	sorlg00000001841	-	2	12377917	12382011	+	mRNA	protein_coding
207756	ensorlt00000002294	sorlg00000001841	-	2	12378816	12382011	+	mRNA	protein_coding
-213460	ensorlt00000037672	sorlg00000028867	-	2	11955982	11959446	+	mRNA	protein_coding
220052	ensorlt00000026130	sorlg00000021149	5s_rrna-201	2	12390994	12391112	-	rRNA	rrna
236541	ensorlt00000036242	sorlg00000023893	-	2	12381891	12407601	-	mRNA	protein_coding
253046	ensorlt00000002304	sorlg00000001848	-	2	12424106	12428048	+	mRNA	protein_coding
256335	ensorlt00000026588	sorlg00000021607	5s_rrna-201	2	12427395	12427507	+	rRNA	rrna
262955	ensorlt00000002311	sorlg00000001854	-	2	12434015	12444089	+	mRNA	protein_coding
-263181	ensorlt00000029814	sorlg00000030461	-	2	11903746	11906261	-	mRNA	protein_coding
264975	ensorlt00000046622	sorlg00000001854	-	2	12436035	12449099	+	mRNA	protein_coding
281508	ensorlt00000002328	sorlg00000001869	-	2	12452568	12505578	+	mRNA	protein_coding
-284834	ensorlt00000032996	sorlg00000029234	-	2	11881841	11884608	-	mRNA	protein_coding
-302039	ensorlt00000030478	sorlg00000027982	-	2	11867403	12000802	+	mRNA	protein_coding
349322	ensorlt00000002347	sorlg00000001882	-	2	12508811	12520382	-	mRNA	protein_coding
-352104	ensorlt00000042635	sorlg00000027982	-	2	11817338	11931414	+	mRNA	protein_coding
-352523	ensorlt00000036384	sorlg00000027982	-	2	11816919	11868608	+	mRNA	protein_coding
-352992	ensorlt00000031615	sorlg00000027982	-	2	11816450	11870026	+	mRNA	protein_coding
-353149	ensorlt00000038605	sorlg00000027982	-	2	11816293	11870522	+	mRNA	protein_coding
-353511	ensorlt00000029855	sorlg00000027982	-	2	11815931	11932552	+	mRNA	protein_coding
-354264	ensorlt00000027602	sorlg00000027982	-	2	11815178	11931414	+	mRNA	protein_coding
363304	ensorlt00000002362	sorlg00000001896	mrps9-201	2	12520495	12534364	-	mRNA	protein_coding
-389837	ensorlt00000042240	sorlg00000001809	-	2	11759896	11779605	-	mRNA	protein_coding
-390426	ensorlt00000035992	sorlg00000001809	-	2	11759896	11779016	-	mRNA	protein_coding
-391040	ensorlt00000037318	sorlg00000001809	-	2	11759896	11778402	-	mRNA	protein_coding
-391220	ensorlt00000000337	sorlg00000001809	-	2	11759896	11778222	-	mRNA	protein_coding
-391220	ensorlt00000002249	sorlg00000001809	-	2	11759896	11778222	-	mRNA	protein_coding
397257	ensorlt00000044045	sorlg00000001901	pou3f3b-202	2	12563584	12568317	-	mRNA	protein_coding
397257	ensorlt00000002367	sorlg00000001901	pou3f3b-201	2	12562237	12568317	-	mRNA	protein_coding
-443614	ensorlt00000037959	sorlg00000023548	-	2	11707945	11725828	-	mRNA	protein_coding
-446827	ensorlt00000043463	sorlg00000023548	-	2	11707945	11722615	-	mRNA	protein_coding
-447004	ensorlt00000028645	sorlg00000023548	-	2	11707945	11722438	-	mRNA	protein_coding
-469035	ensorlt00000029172	sorlg00000001783	-	2	11690916	11700407	-	mRNA	protein_coding
-469305	ensorlt00000039055	sorlg00000001783	-	2	11690695	11700137	-	mRNA	protein_coding
-469666	ensorlt00000034258	sorlg00000001783	-	2	11690916	11699776	-	mRNA	protein_coding
-471770	ensorlt00000002216	sorlg00000001783	-	2	11690916	11697672	-	mRNA	protein_coding
-485382	ensorlt00000036004	sorlg00000028304	-	2	11681067	11684060	-	mRNA	protein_coding
