distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-3599	ensorlt00000020885	sorlg00000016693	dnase1-201	8	23220951	23226539	+	mRNA	protein_coding
7323	ensorlt00000020895	sorlg00000016704	eci1-201	8	23226933	23232751	-	mRNA	protein_coding
-7936	ensorlt00000036038	sorlg00000016682	nat15-201	8	23209796	23216614	-	mRNA	protein_coding
-10397	ensorlt00000020871	sorlg00000016682	nat15-202	8	23209805	23214153	-	mRNA	protein_coding
12868	ensorlt00000045455	sorlg00000016708		8	23238296	23245914	+	mRNA	protein_coding
14016	ensorlt00000020902	sorlg00000016708		8	23239444	23248941	+	mRNA	protein_coding
14016	ensorlt00000035391	sorlg00000016708		8	23239444	23247843	+	mRNA	protein_coding
14016	ensorlt00000033670	sorlg00000016708		8	23239444	23248941	+	mRNA	protein_coding
14061	ensorlt00000035858	sorlg00000016708		8	23239489	23249852	+	mRNA	protein_coding
16127	ensorlt00000040644	sorlg00000016708		8	23241555	23249799	+	mRNA	protein_coding
-33879	ensorlt00000037447	sorlg00000027715	carhsp1-201	8	23184214	23190671	-	mRNA	protein_coding
-45525	ensorlt00000020863	sorlg00000016675		8	23157529	23179025	-	mRNA	protein_coding
45959	ensorlt00000029013	sorlg00000025723		8	23271387	23274725	+	mRNA	protein_coding
45959	ensorlt00000037792	sorlg00000025723		8	23271387	23274725	+	mRNA	protein_coding
46393	ensorlt00000032326	sorlg00000025723		8	23271821	23273615	+	mRNA	protein_coding
-61899	ensorlt00000038325	sorlg00000016675		8	23161828	23162651	-	mRNA	protein_coding
73452	ensorlt00000020927	sorlg00000016728		8	23280811	23298880	-	mRNA	protein_coding
76148	ensorlt00000029109	sorlg00000016728		8	23276479	23301576	-	mRNA	protein_coding
76148	ensorlt00000033402	sorlg00000016728		8	23276479	23301576	-	mRNA	protein_coding
77402	ensorlt00000020968	sorlg00000016761	aldh16a1-201	8	23302830	23320952	+	mRNA	protein_coding
-77528	ensorlt00000020848	sorlg00000016661	prpsap2-202	8	23147022	23152583	+	mRNA	protein_coding
78951	ensorlt00000034350	sorlg00000016761	aldh16a1-202	8	23304379	23323108	+	mRNA	protein_coding
78951	ensorlt00000037762	sorlg00000016761	aldh16a1-203	8	23304379	23323108	+	mRNA	protein_coding
-80874	ensorlt00000036035	sorlg00000016661	prpsap2-201	8	23143676	23157508	+	mRNA	protein_coding
-84642	ensorlt00000029263	sorlg00000016641	caskin1-203	8	23027167	23139908	-	mRNA	protein_coding
-84642	ensorlt00000042809	sorlg00000016641	caskin1-206	8	23027167	23139908	-	mRNA	protein_coding
-84642	ensorlt00000039418	sorlg00000016641	caskin1-205	8	23027167	23139908	-	mRNA	protein_coding
-84642	ensorlt00000020828	sorlg00000016641	caskin1-204	8	23027167	23139908	-	mRNA	protein_coding
99228	ensorlt00000020975	sorlg00000027266		8	23324656	23331885	+	mRNA	protein_coding
99228	ensorlt00000020971	sorlg00000027266		8	23324656	23340776	+	mRNA	protein_coding
99228	ensorlt00000020972	sorlg00000027266		8	23324656	23340776	+	mRNA	protein_coding
