distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
2381	ensorlt00000017345	sorlg00000013833	pgap2-201	14	24220856	24225967	-	mRNA	protein_coding
-19711	ensorlt00000017317	sorlg00000013812	rhogb-201	14	24202620	24215903	+	mRNA	protein_coding
-26110	ensorlt00000036885	sorlg00000024642	stim1b-201	14	24174573	24196221	-	mRNA	protein_coding
-26110	ensorlt00000033640	sorlg00000024642	stim1b-202	14	24174573	24196221	-	mRNA	protein_coding
-29300	ensorlt00000036516	sorlg00000024642	stim1b-203	14	24179480	24193031	-	mRNA	protein_coding
-57607	ensorlt00000042957	sorlg00000029318		14	24164724	24167600	+	mRNA	protein_coding
-63372	ensorlt00000034278	sorlg00000024067		14	24157476	24158959	-	mRNA	protein_coding
-63372	ensorlt00000037346	sorlg00000024067		14	24157464	24158959	-	mRNA	protein_coding
-68881	ensorlt00000017306	sorlg00000013800	guca1d-201	14	24146858	24153450	-	mRNA	protein_coding
-82209	ensorlt00000040828	sorlg00000013770	alg8-202	14	24140122	24147172	+	mRNA	protein_coding
-82230	ensorlt00000030840	sorlg00000013736	ccdc90b-202	14	24132034	24140101	-	mRNA	protein_coding
-82341	ensorlt00000017269	sorlg00000013770	alg8-201	14	24139990	24147172	+	mRNA	protein_coding
-82362	ensorlt00000017229	sorlg00000013736	ccdc90b-201	14	24133401	24139969	-	mRNA	protein_coding
84021	ensorlt00000028999	sorlg00000028730		14	24306375	24307607	-	mRNA	protein_coding
95824	ensorlt00000034040	sorlg00000025574		14	24318277	24319410	-	mRNA	protein_coding
-99941	ensorlt00000017215	sorlg00000013725	pcf11-202	14	24122390	24132798	+	mRNA	protein_coding
-99941	ensorlt00000046954	sorlg00000013725	pcf11-201	14	24122390	24132798	+	mRNA	protein_coding
