distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	ensorlt00000033385	sorlg00000030318		8	450353	451492	-	mRNA	protein_coding
-4733	ensorlt00000029738	sorlg00000024494		8	445836	467574	+	mRNA	protein_coding
-4928	ensorlt00000045352	sorlg00000024494		8	445641	465188	+	mRNA	protein_coding
-17401	ensorlt00000034536	sorlg00000019717		8	429256	433168	-	mRNA	protein_coding
-17755	ensorlt00000024506	sorlg00000019717		8	429256	432814	-	mRNA	protein_coding
-18149	ensorlt00000040605	sorlg00000019717		8	429077	432420	-	mRNA	protein_coding
-20052	ensorlt00000041326	sorlg00000026960		8	430517	434408	+	mRNA	protein_coding
20145	ensorlt00000023100	sorlg00000018463		8	467358	471693	-	mRNA	protein_coding
-26338	ensorlt00000024620	sorlg00000019817		8	421326	424231	-	mRNA	protein_coding
35466	ensorlt00000044655	sorlg00000030594	rapgefl1-202	8	476240	487014	-	mRNA	protein_coding
-46989	ensorlt00000039310	sorlg00000023247		8	402245	403580	-	mRNA	protein_coding
49252	ensorlt00000033866	sorlg00000030594	rapgefl1-201	8	476240	500800	-	mRNA	protein_coding
-53129	ensorlt00000025215	sorlg00000020338		8	395496	397440	-	mRNA	protein_coding
56818	ensorlt00000044979	sorlg00000023125	casc3-201	8	498727	508366	-	mRNA	protein_coding
-59481	ensorlt00000027206	sorlg00000028684	si:dkeyp-113d7.1-201	8	391088	397155	+	mRNA	protein_coding
-61708	ensorlt00000044782	sorlg00000030478		8	388861	390213	+	mRNA	protein_coding
64978	ensorlt00000032679	sorlg00000022520		8	516526	517224	+	mRNA	protein_coding
68216	ensorlt00000033771	sorlg00000029855		8	510185	519764	-	mRNA	protein_coding
71975	ensorlt00000038554	sorlg00000029016	mettl23-201	8	523523	529892	+	mRNA	protein_coding
74236	ensorlt00000023115	sorlg00000018477	jmjd6-201	8	522728	525784	-	mRNA	protein_coding
74673	ensorlt00000044827	sorlg00000029016	mettl23-202	8	526221	529892	+	mRNA	protein_coding
74673	ensorlt00000043485	sorlg00000029016	mettl23-203	8	526221	529484	+	mRNA	protein_coding
-77441	ensorlt00000028454	sorlg00000030302		8	373128	379718	+	mRNA	protein_coding
78864	ensorlt00000035639	sorlg00000026086		8	528250	530412	-	mRNA	protein_coding
82159	ensorlt00000032857	sorlg00000023488	caskin2-201	8	533707	562513	+	mRNA	protein_coding
