distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
6867	ensorlt00000015172	sorlg00000012122	gnav1-201	1	28837663	28866082	-	mRNA	protein_coding
14559	ensorlt00000015203	sorlg00000012151	pcyt2-202	1	28868106	28873774	-	mRNA	protein_coding
14559	ensorlt00000009918	sorlg00000012151	pcyt2-201	1	28868106	28873774	-	mRNA	protein_coding
20560	ensorlt00000015219	sorlg00000012165	sirt7-201	1	28876317	28879775	-	mRNA	protein_coding
-24856	ensorlt00000030591	sorlg00000028541		1	28833262	28837005	+	mRNA	protein_coding
-27501	ensorlt00000015141	sorlg00000012098	npb-201	1	28830617	28831202	+	mRNA	protein_coding
-32701	ensorlt00000015132	sorlg00000012088	sgsh-201	1	28825417	28830167	+	mRNA	protein_coding
-33106	ensorlt00000046125	sorlg00000026002		1	28818237	28825012	-	mRNA	protein_coding
33645	ensorlt00000035128	sorlg00000027084		1	28879796	28892860	-	mRNA	protein_coding
-34729	ensorlt00000036620	sorlg00000028837		1	28823389	28825844	+	mRNA	protein_coding
-36261	ensorlt00000030211	sorlg00000012068	slc26a11-201	1	28812949	28821857	-	mRNA	protein_coding
-38421	ensorlt00000015110	sorlg00000012068	slc26a11-202	1	28812949	28819697	-	mRNA	protein_coding
41691	ensorlt00000015228	sorlg00000012170	mafg-201	1	28900118	28900906	-	mRNA	protein_coding
-47684	ensorlt00000015073	sorlg00000012039		1	28809939	28810434	-	mRNA	protein_coding
-50170	ensorlt00000015064	sorlg00000012029		1	28797353	28807948	-	mRNA	protein_coding
-54492	ensorlt00000030345	sorlg00000022735		1	28803626	28804432	+	mRNA	protein_coding
77818	ensorlt00000038723	sorlg00000027940		1	28927014	28937033	-	mRNA	protein_coding
-86529	ensorlt00000015046	sorlg00000012018	nanos3-201	1	28770845	28771589	-	mRNA	protein_coding
87976	ensorlt00000015280	sorlg00000012206	myadml2-201	1	28943708	28947191	-	mRNA	protein_coding
87976	ensorlt00000031592	sorlg00000012206	myadml2-202	1	28943708	28947191	-	mRNA	protein_coding
