distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-741	ensorlt00000037928	sorlg00000029845	rnf183-201	16	27923694	27929922	+	mRNA	protein_coding
7518	ensorlt00000020012	sorlg00000015989	mgat1a-201	16	27932982	27936971	+	mRNA	protein_coding
10694	ensorlt00000033057	sorlg00000015993	sh3bp5la-201	16	27936158	27941996	+	mRNA	protein_coding
11277	ensorlt00000020018	sorlg00000015993	sh3bp5la-202	16	27936741	27940398	+	mRNA	protein_coding
-13582	ensorlt00000030804	sorlg00000015982	dhx16-202	16	27910853	27923169	+	mRNA	protein_coding
-15341	ensorlt00000020006	sorlg00000015982	dhx16-201	16	27909094	27923169	+	mRNA	protein_coding
-19363	ensorlt00000019975	sorlg00000015959		16	27898998	27905072	-	mRNA	protein_coding
-19363	ensorlt00000031499	sorlg00000015959		16	27898998	27905072	-	mRNA	protein_coding
22589	ensorlt00000020060	sorlg00000016024		16	27948053	28004636	+	mRNA	protein_coding
-25476	ensorlt00000030881	sorlg00000024124		16	27893261	27898959	-	mRNA	protein_coding
-26473	ensorlt00000041871	sorlg00000024124		16	27893261	27897962	-	mRNA	protein_coding
-27172	ensorlt00000037695	sorlg00000024124		16	27893261	27897263	-	mRNA	protein_coding
-31387	ensorlt00000046043	sorlg00000030371		16	27839676	27893048	-	mRNA	protein_coding
-31387	ensorlt00000038902	sorlg00000030371		16	27839676	27893048	-	mRNA	protein_coding
-39381	ensorlt00000031722	sorlg00000022507		16	27877300	27885054	-	mRNA	protein_coding
-41962	ensorlt00000043601	sorlg00000022507		16	27872858	27882473	-	mRNA	protein_coding
-52325	ensorlt00000036076	sorlg00000025297		16	27869554	27872110	-	mRNA	protein_coding
-52998	ensorlt00000030249	sorlg00000025297		16	27869554	27871437	-	mRNA	protein_coding
-55104	ensorlt00000044300	sorlg00000030371		16	27839676	27869331	-	mRNA	protein_coding
-59933	ensorlt00000030765	sorlg00000029591		16	27859711	27864502	-	mRNA	protein_coding
-62013	ensorlt00000028071	sorlg00000029591		16	27861331	27862422	-	mRNA	protein_coding
-77607	ensorlt00000044512	sorlg00000030371		16	27839676	27846828	-	mRNA	protein_coding
-86590	ensorlt00000043263	sorlg00000030239	si:ch73-95l15.5-201	16	27830553	27837845	-	mRNA	protein_coding
87355	ensorlt00000046524	sorlg00000022264		16	28009076	28012819	-	mRNA	protein_coding
-95154	ensorlt00000028300	sorlg00000028753	ccdc105-201	16	27817164	27829281	-	mRNA	protein_coding
