distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
5505	ensorlt00000007125	sorlg00000005666	cdadc1-201	2	22704787	22713155	-	mRNA	protein_coding
-6146	ensorlt00000007111	sorlg00000005654	cab39l-201	2	22700410	22707641	+	mRNA	protein_coding
14565	ensorlt00000007132	sorlg00000005672	rcbtb1-202	2	22713176	22722215	-	mRNA	protein_coding
14887	ensorlt00000029038	sorlg00000005672	rcbtb1-201	2	22710815	22722537	-	mRNA	protein_coding
21243	ensorlt00000036205	sorlg00000025753		2	22728893	22795999	+	mRNA	protein_coding
48803	ensorlt00000039537	sorlg00000025753		2	22756453	22795999	+	mRNA	protein_coding
-57971	ensorlt00000030202	sorlg00000005630	mcf2la-208	2	22648585	22692691	+	mRNA	protein_coding
-65993	ensorlt00000035986	sorlg00000005630	mcf2la-206	2	22640563	22692691	+	mRNA	protein_coding
-65993	ensorlt00000007094	sorlg00000005630	mcf2la-207	2	22640563	22691714	+	mRNA	protein_coding
-66205	ensorlt00000028018	sorlg00000005481		2	22610888	22640351	-	mRNA	protein_coding
-66538	ensorlt00000007089	sorlg00000005630	mcf2la-205	2	22640018	22691714	+	mRNA	protein_coding
-69873	ensorlt00000030116	sorlg00000005630	mcf2la-204	2	22636683	22692691	+	mRNA	protein_coding
-76132	ensorlt00000041729	sorlg00000005630	mcf2la-203	2	22630424	22692691	+	mRNA	protein_coding
-76256	ensorlt00000027023	sorlg00000005630	mcf2la-201	2	22630300	22692039	+	mRNA	protein_coding
-76256	ensorlt00000028403	sorlg00000005630	mcf2la-202	2	22630300	22691714	+	mRNA	protein_coding
-78348	ensorlt00000006905	sorlg00000005481		2	22610888	22628208	-	mRNA	protein_coding
-86009	ensorlt00000036225	sorlg00000005481		2	22610888	22620547	-	mRNA	protein_coding
