distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-33723	ensorlt00000046836	sorlg00000026489	chsy1-201	16	7629763	7636962	+	mRNA	protein_coding
-37599	ensorlt00000004395	sorlg00000003526	rrp15-201	16	7622321	7625887	-	mRNA	protein_coding
46578	ensorlt00000046690	sorlg00000027739		16	7710909	7716160	+	mRNA	protein_coding
49475	ensorlt00000025923	sorlg00000020942	5s_rrna-201	16	7713806	7713924	+	rRNA	rrna
54008	ensorlt00000045648	sorlg00000027038		16	7714608	7718339	-	mRNA	protein_coding
54407	ensorlt00000035976	sorlg00000029559		16	7718738	7727892	+	mRNA	protein_coding
54906	ensorlt00000034615	sorlg00000028483		16	7719237	7726170	+	mRNA	protein_coding
-57256	ensorlt00000004389	sorlg00000003521	tcaim-201	16	7606230	7623541	+	mRNA	protein_coding
57423	ensorlt00000030918	sorlg00000026370		16	7721754	7725479	+	mRNA	protein_coding
-57904	ensorlt00000030716	sorlg00000028231	ggctb-201	16	7599040	7605582	-	mRNA	protein_coding
82706	ensorlt00000032710	sorlg00000003576	cnot10-201	16	7747037	7762281	+	mRNA	protein_coding
82706	ensorlt00000028352	sorlg00000003576	cnot10-202	16	7747037	7762281	+	mRNA	protein_coding
82717	ensorlt00000004467	sorlg00000003576	cnot10-203	16	7747048	7759356	+	mRNA	protein_coding
-86122	ensorlt00000004350	sorlg00000003493	slc6a20-201	16	7551242	7577364	-	mRNA	protein_coding
98043	ensorlt00000032025	sorlg00000003633	ano10a-204	16	7762374	7774851	+	mRNA	protein_coding
98043	ensorlt00000027847	sorlg00000003633	ano10a-205	16	7762374	7774851	+	mRNA	protein_coding
98043	ensorlt00000041779	sorlg00000003633	ano10a-206	16	7762374	7774851	+	mRNA	protein_coding
98043	ensorlt00000004531	sorlg00000003633	ano10a-203	16	7762374	7775269	+	mRNA	protein_coding
98043	ensorlt00000028648	sorlg00000003633	ano10a-201	16	7762374	7778680	+	mRNA	protein_coding
98043	ensorlt00000035529	sorlg00000003633	ano10a-202	16	7762374	7778680	+	mRNA	protein_coding
99124	ensorlt00000004533	sorlg00000003633	ano10a-207	16	7763455	7775269	+	mRNA	protein_coding
