distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000558156	sg00000259725	ac106738.2-202	16	54938031	54938671	-	lnc_RNA	lncrna
0	enst00000559802	sg00000259725	ac106738.2-201	16	54937786	54938671	-	lnc_RNA	lncrna
-1279	enst00000560487	sg00000259711	ac106738.1-201	16	54934913	54954665	+	lnc_RNA	lncrna
-4120	enst00000558597	sg00000176842	irx5-203	16	54932072	54934069	+	lnc_RNA	retained_intron
-4993	enst00000320990	sg00000176842	irx5-201	16	54931199	54934485	+	mRNA	protein_coding
-4993	enst00000620085	sg00000176842	irx5-205	16	54931199	54933960	+	mRNA	protein_coding
-4993	enst00000560154	sg00000176842	irx5-204	16	54931199	54933960	+	mRNA	protein_coding
-5327	enst00000394636	sg00000176842	irx5-202	16	54930865	54934485	+	mRNA	protein_coding
-7003	enst00000660344	sg00000245694	crnde-220	16	54917956	54929189	-	lnc_RNA	lncrna
-7043	enst00000560208	sg00000245694	crnde-209	16	54924859	54929149	-	lnc_RNA	lncrna
-7306	enst00000558952	sg00000245694	crnde-205	16	54919157	54928886	-	lnc_RNA	lncrna
-7334	enst00000668556	sg00000245694	crnde-224	16	54916492	54928858	-	lnc_RNA	lncrna
-7345	enst00000557792	sg00000245694	crnde-203	16	54918967	54928847	-	lnc_RNA	lncrna
-7349	enst00000661493	sg00000245694	crnde-222	16	54852903	54928843	-	lnc_RNA	lncrna
-7354	enst00000502066	sg00000245694	crnde-202	16	54917968	54928838	-	lnc_RNA	lncrna
-7365	enst00000559598	sg00000245694	crnde-207	16	54917970	54928827	-	lnc_RNA	lncrna
-7380	enst00000560912	sg00000245694	crnde-210	16	54919173	54928812	-	lnc_RNA	lncrna
-7476	enst00000559432	sg00000245694	crnde-206	16	54919066	54928716	-	lnc_RNA	lncrna
-7614	enst00000501177	sg00000245694	crnde-201	16	54918863	54928578	-	lnc_RNA	lncrna
-7898	enst00000655114	sg00000245694	crnde-216	16	54919047	54928294	-	lnc_RNA	lncrna
-8002	enst00000657142	sg00000245694	crnde-217	16	54918942	54928190	-	lnc_RNA	lncrna
-8466	enst00000661312	sg00000245694	crnde-221	16	54918917	54927726	-	lnc_RNA	lncrna
-11048	enst00000613942	sg00000245694	crnde-212	16	54851640	54925144	-	lnc_RNA	lncrna
-12304	enst00000558031	sg00000245694	crnde-204	16	54919011	54923888	-	lnc_RNA	lncrna
-15576	enst00000560029	sg00000245694	crnde-208	16	54918870	54920616	-	lnc_RNA	lncrna
-62022	enst00000658082	sg00000245694	crnde-218	16	54851643	54874170	-	lnc_RNA	lncrna
-62024	enst00000637011	sg00000245694	crnde-214	16	54847247	54874168	-	lnc_RNA	lncrna
68567	enst00000568888	sg00000260147	mtnd5p34-201	16	55007982	55008306	+	pseudogenic_transcript	processed_pseudogene
-87873	enst00000659020	sg00000245694	crnde-219	16	54847247	54848319	-	lnc_RNA	lncrna
-87882	enst00000654070	sg00000245694	crnde-215	16	54847175	54848310	-	lnc_RNA	lncrna
-87914	enst00000635991	sg00000245694	crnde-213	16	54845189	54848278	-	lnc_RNA	lncrna
-87943	enst00000667913	sg00000245694	crnde-223	16	54847247	54848249	-	lnc_RNA	lncrna
-87959	enst00000561591	sg00000245694	crnde-211	16	54847247	54848233	-	lnc_RNA	lncrna
-88876	enst00000659355	sg00000286357	ac106742.1-201	16	54847316	54854991	+	lnc_RNA	lncrna
109903	enst00000650608	sg00000285775	ac109136.1-201	16	55045700	55049318	-	lnc_RNA	lncrna
-278530	enst00000637560	sg00000283258	ac007491.1-201	16	54628963	54657662	-	lnc_RNA	lncrna
-301855	enst00000637961	sg00000283258	ac007491.1-202	16	54631754	54634337	-	lnc_RNA	lncrna
352260	enst00000470547	sg00000239555	rn7sl841p-201	16	55291379	55291675	-	ncRNA	misc_rna
-377092	enst00000637822	sg00000283304	linc02183-201	16	54542808	54559100	-	lnc_RNA	lncrna
383271	enst00000637882	sg00000283423	ac109462.3-201	16	55321575	55322686	-	lnc_RNA	lncrna
384345	enst00000290552	sg00000159387	irx6-201	16	55323760	55330760	+	mRNA	protein_coding
386385	enst00000558315	sg00000159387	irx6-202	16	55325800	55327796	+	lnc_RNA	processed_transcript
392940	enst00000573934	sg00000263207	ac109462.2-201	16	55332355	55332967	+	lnc_RNA	lncrna
394173	enst00000558730	sg00000259283	ac109462.1-201	16	55259969	55333588	-	lnc_RNA	lncrna
413673	enst00000491087	sg00000240760	rpl31p56-201	16	55352721	55353088	-	pseudogenic_transcript	processed_pseudogene
-444796	enst00000660981	sg00000286845	ac007343.1-201	16	54490281	54491396	-	lnc_RNA	lncrna
450285	enst00000570308	sg00000087245	mmp2-208	16	55389700	55506237	+	mRNA	protein_coding
486715	enst00000611626	sg00000274508	ac007336.2-201	16	55425574	55426130	-	lnc_RNA	lncrna
488536	enst00000620495	sg00000260135	mmp2-as1-203	16	55426797	55427951	-	lnc_RNA	lncrna
489223	enst00000664911	sg00000260135	mmp2-as1-204	16	55426803	55428638	-	lnc_RNA	lncrna
