distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000492654	sg00000152804	hhex-203	10	92692032	92694788	+	mRNA	protein_coding
0	enst00000472590	sg00000152804	hhex-202	10	92691820	92695641	+	mRNA	protein_coding
-1031	enst00000551454	sg00000152804	hhex-204	10	92689955	92692483	+	lnc_RNA	retained_intron
-1031	enst00000282728	sg00000152804	hhex-201	10	92689955	92695647	+	mRNA	protein_coding
18339	enst00000364542	sg00000201412	al590080.1-201	10	92710499	92710608	-	ncRNA	misc_rna
-21243	enst00000428356	sg00000236493	eif2s2p3-201	10	92668745	92669743	-	pseudogenic_transcript	processed_pseudogene
-31942	enst00000577919	sg00000264313	rn7sl644p-201	10	92659044	92659302	+	ncRNA	misc_rna
-93699	enst00000332269	sg00000184111	rpl11p4-201	10	92596852	92597287	-	pseudogenic_transcript	processed_pseudogene
-97856	enst00000260731	sg00000138160	kif11-201	10	92593130	92655395	+	mRNA	protein_coding
-116893	enst00000265986	sg00000119912	ide-201	10	92451684	92574093	-	mRNA	protein_coding
-116910	enst00000650060	sg00000119912	ide-209	10	92451684	92574076	-	mRNA	protein_coding
-116919	enst00000478361	sg00000119912	ide-206	10	92474472	92574067	-	mRNA	nonsense_mediated_decay
134562	enst00000671701	sg00000138190	exoc6-208	10	92826831	93059493	+	mRNA	protein_coding
138909	enst00000672817	sg00000138190	exoc6-209	10	92831178	93058590	+	mRNA	protein_coding
142444	enst00000371552	sg00000138190	exoc6-203	10	92834713	93059493	+	mRNA	protein_coding
-149633	enst00000436178	sg00000119912	ide-203	10	92510133	92541353	-	mRNA	protein_coding
156199	enst00000443748	sg00000138190	exoc6-204	10	92848468	93059493	+	mRNA	protein_coding
156216	enst00000371543	sg00000138190	exoc6-202	10	92848485	92901851	+	mRNA	protein_coding
156251	enst00000260762	sg00000138190	exoc6-201	10	92848520	93059490	+	mRNA	protein_coding
186020	enst00000447000	sg00000225118	al392103.1-201	10	92878092	92878289	-	pseudogenic_transcript	processed_pseudogene
-193225	enst00000371581	sg00000119912	ide-202	10	92451684	92497761	-	mRNA	protein_coding
-193237	enst00000492362	sg00000119912	ide-207	10	92480557	92497749	-	lnc_RNA	retained_intron
-193253	enst00000496903	sg00000119912	ide-208	10	92454269	92497733	-	lnc_RNA	processed_transcript
-211251	enst00000462988	sg00000119912	ide-204	10	92475972	92479735	-	lnc_RNA	retained_intron
-211399	enst00000463640	sg00000119912	ide-205	10	92475945	92479587	-	lnc_RNA	retained_intron
217215	enst00000497262	sg00000138190	exoc6-207	10	92909484	92916030	+	lnc_RNA	processed_transcript
236105	enst00000495132	sg00000138190	exoc6-206	10	92928374	93058524	+	mRNA	nonsense_mediated_decay
-267600	enst00000656662	sg00000286795	al161652.1-201	10	92423386	92427620	+	lnc_RNA	lncrna
-272319	enst00000430958	sg00000232709	mark2p9-201	10	92418667	92420875	+	pseudogenic_transcript	processed_pseudogene
305205	enst00000458552	sg00000138190	exoc6-205	10	92997474	93014267	+	mRNA	protein_coding
-341505	enst00000492319	sg00000198060	marchf5-204	10	92349481	92350298	+	lnc_RNA	processed_transcript
-356523	enst00000365427	sg00000202297	rny3p12-201	10	92334463	92334564	+	ncRNA	misc_rna
-357479	enst00000462465	sg00000198060	marchf5-202	10	92333507	92349423	+	lnc_RNA	processed_transcript
368157	enst00000444965	sg00000226425	al358613.1-201	10	93059663	93060426	-	lnc_RNA	lncrna
368529	enst00000651965	sg00000187553	cyp26c1-202	10	93060798	93069540	+	mRNA	protein_coding
368539	enst00000624358	sg00000187553	cyp26c1-201	10	93060808	93069536	+	mRNA	nonsense_mediated_decay
371377	enst00000648258	sg00000285846	al358613.3-201	10	93063646	93077424	+	lnc_RNA	lncrna
379703	enst00000624651	sg00000279607	al358613.2-201	10	93071972	93073466	+	lnc_RNA	lncrna
381206	enst00000371531	sg00000095596	cyp26a1-202	10	93073475	93077884	+	mRNA	protein_coding
381624	enst00000224356	sg00000095596	cyp26a1-201	10	93073893	93077885	+	mRNA	protein_coding
381809	enst00000622925	sg00000095596	cyp26a1-203	10	93074078	93075275	+	lnc_RNA	retained_intron
382043	enst00000624589	sg00000095596	cyp26a1-205	10	93074312	93077479	+	mRNA	nonsense_mediated_decay
-382508	enst00000467521	sg00000198060	marchf5-203	10	92308478	92349775	+	lnc_RNA	processed_transcript
383360	enst00000623162	sg00000095596	cyp26a1-204	10	93075629	93077319	+	lnc_RNA	retained_intron
384064	enst00000625202	sg00000095596	cyp26a1-206	10	93076333	93077082	+	lnc_RNA	retained_intron
-399819	enst00000358935	sg00000198060	marchf5-201	10	92291167	92353964	+	mRNA	protein_coding
-399908	enst00000265997	sg00000107864	cpeb3-201	10	92046692	92291078	-	mRNA	protein_coding
415114	enst00000433227	sg00000232805	nip7p1-201	10	93106872	93107383	-	pseudogenic_transcript	processed_pseudogene
-418736	enst00000363011	sg00000199881	al158040.1-201	10	92272147	92272250	-	ncRNA	misc_rna
-447707	enst00000614585	sg00000107864	cpeb3-203	10	92048642	92243279	-	mRNA	protein_coding
-447740	enst00000412050	sg00000107864	cpeb3-202	10	92046692	92243246	-	mRNA	protein_coding
-474654	enst00000335274	sg00000105988	nhp2p1-201	10	92216332	92216793	+	pseudogenic_transcript	processed_pseudogene
-486680	enst00000408115	sg00000221042	al158040.2-201	10	92204229	92204306	-	lnc_RNA	ribozyme
