distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000366425	sg00000203618	gp1bb-201	22	19723539	19724771	+	mRNA	protein_coding
-2301	enst00000470814	sg00000184702	septin5-210	22	19720554	19724224	+	lnc_RNA	retained_intron
-2513	enst00000480423	sg00000184702	septin5-212	22	19720342	19721869	+	lnc_RNA	retained_intron
-2667	enst00000413258	sg00000184702	septin5-206	22	19720188	19720874	+	mRNA	protein_coding
-3325	enst00000477238	sg00000184702	septin5-211	22	19719530	19720213	+	lnc_RNA	retained_intron
-3420	enst00000395109	sg00000184702	septin5-202	22	19719435	19720833	+	mRNA	protein_coding
-4386	enst00000431044	sg00000284874	ac000093.1-202	22	19718469	19724772	+	mRNA	nonsense_mediated_decay
-4397	enst00000438754	sg00000184702	septin5-208	22	19718458	19723319	+	mRNA	protein_coding
-4423	enst00000383045	sg00000184702	septin5-201	22	19718432	19722629	+	mRNA	protein_coding
-4696	enst00000490204	sg00000184702	septin5-213	22	19718159	19719055	+	lnc_RNA	processed_transcript
-5585	enst00000431124	sg00000184702	septin5-207	22	19717270	19721720	+	mRNA	protein_coding
-5635	enst00000455843	sg00000284874	ac000093.1-201	22	19717220	19724216	+	mRNA	nonsense_mediated_decay
-8180	enst00000412544	sg00000184702	septin5-205	22	19714675	19722331	+	mRNA	protein_coding
-8326	enst00000406172	sg00000184702	septin5-203	22	19714529	19723319	+	mRNA	nonsense_mediated_decay
-8351	enst00000406395	sg00000184702	septin5-204	22	19714504	19723274	+	mRNA	protein_coding
-8352	enst00000455784	sg00000184702	septin5-209	22	19714503	19723319	+	mRNA	protein_coding
32011	enst00000332710	sg00000184058	tbx1-202	22	19756703	19767334	+	mRNA	protein_coding
32011	enst00000329705	sg00000184058	tbx1-201	22	19756703	19779546	+	mRNA	protein_coding
32011	enst00000359500	sg00000184058	tbx1-203	22	19756703	19783593	+	mRNA	protein_coding
36129	enst00000649276	sg00000184058	tbx1-206	22	19760821	19767332	+	mRNA	protein_coding
36505	enst00000475303	sg00000184058	tbx1-204	22	19761197	19763702	+	lnc_RNA	retained_intron
40387	enst00000484336	sg00000184058	tbx1-205	22	19765079	19766327	+	lnc_RNA	retained_intron
-55832	enst00000452326	sg00000225007	ac000067.1-201	22	19667023	19667555	+	lnc_RNA	lncrna
67602	enst00000424559	sg00000235776	ac000089.1-201	22	19792294	19793094	+	pseudogenic_transcript	processed_pseudogene
-89281	enst00000420012	sg00000230485	ac000077.1-201	22	19630750	19633574	-	pseudogenic_transcript	processed_pseudogene
130114	enst00000460402	sg00000185838	gnb1l-205	22	19788464	19854806	-	lnc_RNA	processed_transcript
130124	enst00000416337	sg00000215012	rtl10-204	22	19851989	19854816	-	mRNA	protein_coding
