distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000654400	sg00000262898	ac139099.2-206	17	83135734	83146190	+	lnc_RNA	lncrna
306	enst00000625083	sg00000279143	ac139099.3-201	17	83132647	83136150	-	unconfirmed_transcript	tec
8107	enst00000651869	sg00000262898	ac139099.2-201	17	83143951	83200082	+	lnc_RNA	lncrna
8148	enst00000652318	sg00000262898	ac139099.2-202	17	83143992	83221442	+	lnc_RNA	lncrna
8287	enst00000572343	sg00000262898	ac139099.2-203	17	83144131	83177607	+	lnc_RNA	lncrna
-29734	enst00000573312	sg00000261888	ac144831.1-201	17	83104255	83106910	+	lnc_RNA	lncrna
-35612	enst00000619443	sg00000274370	ac130371.2-201	17	83098377	83098987	+	lnc_RNA	lncrna
-39740	enst00000574053	sg00000176845	metrnl-205	17	83094249	83094847	+	mRNA	protein_coding
-41596	enst00000571940	sg00000176845	metrnl-204	17	83092393	83094476	+	lnc_RNA	processed_transcript
-49916	enst00000571814	sg00000176845	metrnl-203	17	83084073	83094844	+	mRNA	protein_coding
-53790	enst00000570778	sg00000176845	metrnl-202	17	83080199	83094745	+	mRNA	protein_coding
-54380	enst00000320095	sg00000176845	metrnl-201	17	83079609	83095122	+	mRNA	protein_coding
76152	enst00000572850	sg00000262898	ac139099.2-204	17	83211996	83220929	+	lnc_RNA	lncrna
-82179	enst00000320865	sg00000175711	b3gntl1-201	17	82943791	83051810	-	mRNA	protein_coding
-82180	enst00000571218	sg00000175711	b3gntl1-203	17	83030761	83051809	-	mRNA	nonsense_mediated_decay
84582	enst00000574856	sg00000262898	ac139099.2-205	17	83220426	83221190	+	lnc_RNA	lncrna
-84823	enst00000576599	sg00000175711	b3gntl1-211	17	82943791	83049166	-	mRNA	protein_coding
-84849	enst00000571954	sg00000175711	b3gntl1-206	17	82960376	83049140	-	lnc_RNA	processed_transcript
-85205	enst00000573629	sg00000175711	b3gntl1-210	17	83011428	83048784	-	lnc_RNA	processed_transcript
-85207	enst00000570947	sg00000175711	b3gntl1-202	17	82943791	83048782	-	lnc_RNA	processed_transcript
87112	enst00000574098	sg00000262094	ac139099.1-202	17	83220548	83222956	-	lnc_RNA	lncrna
90659	enst00000573737	sg00000262094	ac139099.1-201	17	83220527	83226503	-	lnc_RNA	lncrna
91053	enst00000425566	sg00000232938	rpl23ap87-201	17	83226897	83240804	+	lnc_RNA	processed_transcript
91861	enst00000575205	sg00000262094	ac139099.1-204	17	83221069	83227705	-	lnc_RNA	lncrna
91877	enst00000570366	sg00000262094	ac139099.1-203	17	83220875	83227721	-	lnc_RNA	lncrna
104082	enst00000573039	sg00000232938	rpl23ap87-202	17	83239926	83240391	+	pseudogenic_transcript	transcribed_processed_pseudogene
-127001	enst00000572977	sg00000175711	b3gntl1-208	17	82942155	83006988	-	mRNA	nonsense_mediated_decay
-152907	enst00000576197	sg00000262339	ac130371.1-204	17	82981082	82981738	+	lnc_RNA	lncrna
-154633	enst00000574647	sg00000262339	ac130371.1-203	17	82979356	82981738	+	lnc_RNA	lncrna
-155268	enst00000573207	sg00000262339	ac130371.1-202	17	82978721	82981734	+	lnc_RNA	lncrna
-155464	enst00000577023	sg00000262339	ac130371.1-201	17	82978525	82981508	+	lnc_RNA	lncrna
-172657	enst00000571394	sg00000175711	b3gntl1-205	17	82946894	82961332	-	lnc_RNA	retained_intron
-177188	enst00000573363	sg00000175711	b3gntl1-209	17	82943791	82956801	-	lnc_RNA	retained_intron
-184041	enst00000571301	sg00000175711	b3gntl1-204	17	82943796	82949948	-	lnc_RNA	retained_intron
-189940	enst00000572267	sg00000175711	b3gntl1-207	17	82942465	82944049	-	lnc_RNA	processed_transcript
-194588	enst00000572794	sg00000141556	tbcd-209	17	82939401	82942702	+	mRNA	protein_coding
-194947	enst00000572389	sg00000141556	tbcd-208	17	82939042	82942704	+	lnc_RNA	retained_intron
-196419	enst00000576691	sg00000141556	tbcd-223	17	82937570	82942704	+	lnc_RNA	processed_transcript
-196773	enst00000576432	sg00000141556	tbcd-220	17	82937216	82942704	+	lnc_RNA	retained_intron
-201302	enst00000573364	sg00000141556	tbcd-212	17	82932687	82937847	+	lnc_RNA	retained_intron
-202040	enst00000576603	sg00000141556	tbcd-221	17	82931949	82942571	+	lnc_RNA	processed_transcript
-203531	enst00000575132	sg00000141556	tbcd-218	17	82930458	82941433	+	lnc_RNA	retained_intron
-204564	enst00000576677	sg00000141556	tbcd-222	17	82929425	82942704	+	lnc_RNA	retained_intron
-204851	enst00000577051	sg00000141556	tbcd-226	17	82929138	82942659	+	mRNA	protein_coding
-207123	enst00000570679	sg00000141556	tbcd-203	17	82926866	82929259	+	lnc_RNA	retained_intron
-212973	enst00000574886	sg00000141556	tbcd-216	17	82921016	82927213	+	lnc_RNA	retained_intron
-213529	enst00000574818	sg00000141556	tbcd-215	17	82920460	82929132	+	lnc_RNA	retained_intron
-215707	enst00000571113	sg00000262663	ac087222.1-201	17	82918282	82918785	+	lnc_RNA	lncrna
-225712	enst00000571618	sg00000141556	tbcd-205	17	82908277	82927311	+	lnc_RNA	processed_transcript
-233447	enst00000574422	sg00000141556	tbcd-213	17	82900542	82926439	+	mRNA	protein_coding
-238164	enst00000571796	sg00000141556	tbcd-207	17	82895825	82929791	+	lnc_RNA	retained_intron
-240881	enst00000572953	sg00000141556	tbcd-210	17	82893108	82921575	+	mRNA	protein_coding
-240925	enst00000574975	sg00000141556	tbcd-217	17	82893064	82925056	+	mRNA	protein_coding
-247905	enst00000572984	sg00000141556	tbcd-211	17	82886084	82911765	+	mRNA	protein_coding
-249188	enst00000576760	sg00000141556	tbcd-224	17	82884801	82926476	+	mRNA	protein_coding
-249837	enst00000571316	sg00000141556	tbcd-204	17	82884152	82914153	+	mRNA	protein_coding
-269698	enst00000574801	sg00000141556	tbcd-214	17	82864291	82911789	+	lnc_RNA	processed_transcript
-273595	enst00000576996	sg00000141556	tbcd-225	17	82860394	82920606	+	mRNA	protein_coding
-275393	enst00000571712	sg00000141556	tbcd-206	17	82858596	82921576	+	mRNA	protein_coding
-275470	enst00000576160	sg00000141556	tbcd-219	17	82858519	82921510	+	mRNA	protein_coding
-293967	enst00000572562	sg00000141579	znf750-202	17	82829929	82840022	-	mRNA	protein_coding
-293967	enst00000269394	sg00000141579	znf750-201	17	82829434	82840022	-	mRNA	protein_coding
-337894	enst00000576836	sg00000263098	ac068014.1-201	17	82795486	82796095	-	lnc_RNA	lncrna
-381831	enst00000539345	sg00000141556	tbcd-202	17	82752158	82942709	+	mRNA	protein_coding
-381924	enst00000355528	sg00000141556	tbcd-201	17	82752065	82945914	+	mRNA	protein_coding
-388921	enst00000572594	sg00000262410	ac024361.1-201	17	82745068	82745709	+	lnc_RNA	lncrna
-397917	enst00000570734	sg00000167363	fn3k-202	17	82736072	82749895	+	lnc_RNA	retained_intron
-397917	enst00000572813	sg00000167363	fn3k-203	17	82736072	82737933	+	lnc_RNA	processed_transcript
-398264	enst00000573841	sg00000167363	fn3k-204	17	82735725	82741526	+	lnc_RNA	retained_intron
-398359	enst00000574496	sg00000167363	fn3k-205	17	82735630	82741056	+	lnc_RNA	retained_intron
-398374	enst00000300784	sg00000167363	fn3k-201	17	82735615	82751196	+	mRNA	protein_coding
-399846	enst00000570919	sg00000263321	ac024361.3-201	17	82729164	82734143	-	lnc_RNA	lncrna
-406874	enst00000571594	sg00000141560	fn3krp-203	17	82727115	82730328	+	mRNA	nonsense_mediated_decay
-411380	enst00000576363	sg00000141560	fn3krp-208	17	82722609	82727097	+	lnc_RNA	retained_intron
