distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-19612	enst00000671447	sg00000255571	mir9-3hg-253	15	89387332	89398484	+	lnc_RNA	lncrna
-20233	enst00000663717	sg00000255571	mir9-3hg-233	15	89386711	89398484	+	lnc_RNA	lncrna
-20480	enst00000671075	sg00000255571	mir9-3hg-252	15	89386464	89398484	+	lnc_RNA	lncrna
-24440	enst00000664594	sg00000255571	mir9-3hg-236	15	89382504	89395351	+	lnc_RNA	lncrna
-24444	enst00000561037	sg00000255571	mir9-3hg-210	15	89382500	89395040	+	lnc_RNA	lncrna
-24447	enst00000670485	sg00000255571	mir9-3hg-250	15	89382497	89395086	+	lnc_RNA	lncrna
-24461	enst00000662255	sg00000255571	mir9-3hg-231	15	89382483	89395350	+	lnc_RNA	lncrna
-24461	enst00000664345	sg00000255571	mir9-3hg-234	15	89382483	89395357	+	lnc_RNA	lncrna
-24470	enst00000662136	sg00000255571	mir9-3hg-229	15	89382474	89396457	+	lnc_RNA	lncrna
-24470	enst00000664499	sg00000255571	mir9-3hg-235	15	89382474	89395362	+	lnc_RNA	lncrna
-24470	enst00000667575	sg00000255571	mir9-3hg-243	15	89382474	89395351	+	lnc_RNA	lncrna
-24470	enst00000664925	sg00000255571	mir9-3hg-237	15	89382474	89395351	+	lnc_RNA	lncrna
-24470	enst00000655914	sg00000255571	mir9-3hg-216	15	89382474	89389522	+	lnc_RNA	lncrna
-27359	enst00000665086	sg00000255571	mir9-3hg-238	15	89379585	89395337	+	lnc_RNA	lncrna
-27612	enst00000546186	sg00000255571	mir9-3hg-203	15	89379332	89396413	+	lnc_RNA	lncrna
-27642	enst00000670238	sg00000255571	mir9-3hg-249	15	89379302	89396466	+	lnc_RNA	lncrna
-27645	enst00000660922	sg00000255571	mir9-3hg-225	15	89379299	89396464	+	lnc_RNA	lncrna
-27682	enst00000660601	sg00000255571	mir9-3hg-224	15	89379262	89396468	+	lnc_RNA	lncrna
-27693	enst00000669645	sg00000255571	mir9-3hg-248	15	89379251	89396463	+	lnc_RNA	lncrna
-27711	enst00000538734	sg00000255571	mir9-3hg-202	15	89379233	89396468	+	lnc_RNA	lncrna
-27820	enst00000558982	sg00000255571	mir9-3hg-206	15	89379124	89395119	+	lnc_RNA	lncrna
-27978	enst00000669098	sg00000255571	mir9-3hg-246	15	89378966	89398484	+	lnc_RNA	lncrna
-28381	enst00000558754	sg00000255571	mir9-3hg-205	15	89378563	89396795	+	lnc_RNA	lncrna
-28975	enst00000665852	sg00000255571	mir9-3hg-240	15	89377969	89395990	+	lnc_RNA	lncrna
-28989	enst00000558692	sg00000255571	mir9-3hg-204	15	89377955	89395351	+	lnc_RNA	lncrna
-29000	enst00000559235	sg00000255571	mir9-3hg-207	15	89377944	89395357	+	lnc_RNA	lncrna
-29000	enst00000662152	sg00000255571	mir9-3hg-230	15	89377944	89389522	+	lnc_RNA	lncrna
-29006	enst00000665619	sg00000255571	mir9-3hg-239	15	89377938	89395359	+	lnc_RNA	lncrna
-29024	enst00000668524	sg00000255571	mir9-3hg-244	15	89377920	89396468	+	lnc_RNA	lncrna
-29205	enst00000667285	sg00000255571	mir9-3hg-242	15	89377739	89396468	+	lnc_RNA	lncrna
-34959	enst00000560596	sg00000255571	mir9-3hg-208	15	89371985	89395350	+	lnc_RNA	lncrna
-35340	enst00000658770	sg00000255571	mir9-3hg-221	15	89371604	89398484	+	lnc_RNA	lncrna
-35341	enst00000666816	sg00000255571	mir9-3hg-241	15	89371603	89398484	+	lnc_RNA	lncrna
-37789	enst00000560663	sg00000255571	mir9-3hg-209	15	89369155	89387843	+	lnc_RNA	lncrna
-37819	enst00000669037	sg00000255571	mir9-3hg-245	15	89369125	89395359	+	lnc_RNA	lncrna
-37823	enst00000662043	sg00000255571	mir9-3hg-228	15	89369121	89395998	+	lnc_RNA	lncrna
-37823	enst00000662942	sg00000255571	mir9-3hg-232	15	89369121	89395350	+	lnc_RNA	lncrna
-37830	enst00000659850	sg00000255571	mir9-3hg-223	15	89369114	89395350	+	lnc_RNA	lncrna
-37841	enst00000656907	sg00000255571	mir9-3hg-217	15	89369103	89395349	+	lnc_RNA	lncrna
-37845	enst00000655673	sg00000255571	mir9-3hg-215	15	89369099	89395350	+	lnc_RNA	lncrna
-38732	enst00000658764	sg00000255571	mir9-3hg-220	15	89368212	89398484	+	lnc_RNA	lncrna
-38803	enst00000670779	sg00000255571	mir9-3hg-251	15	89368141	89398487	+	lnc_RNA	lncrna
-38862	enst00000654079	sg00000255571	mir9-3hg-212	15	89368082	89398484	+	lnc_RNA	lncrna
-38927	enst00000385084	sg00000284329	mir9-3-201	15	89368017	89368106	+	miRNA	mirna
-44258	enst00000669499	sg00000255571	mir9-3hg-247	15	89362686	89398484	+	lnc_RNA	lncrna
-44282	enst00000659235	sg00000255571	mir9-3hg-222	15	89362662	89398484	+	lnc_RNA	lncrna
-44427	enst00000661036	sg00000255571	mir9-3hg-226	15	89362517	89398484	+	lnc_RNA	lncrna
-44428	enst00000658194	sg00000255571	mir9-3hg-219	15	89362516	89398484	+	lnc_RNA	lncrna
-44435	enst00000657897	sg00000255571	mir9-3hg-218	15	89362509	89398484	+	lnc_RNA	lncrna
-44435	enst00000654184	sg00000255571	mir9-3hg-214	15	89362509	89398485	+	lnc_RNA	lncrna
-44435	enst00000661040	sg00000255571	mir9-3hg-227	15	89362509	89398484	+	lnc_RNA	lncrna
-44457	enst00000561327	sg00000255571	mir9-3hg-211	15	89362487	89395331	+	lnc_RNA	lncrna
-44470	enst00000654171	sg00000255571	mir9-3hg-213	15	89362474	89398485	+	lnc_RNA	lncrna
-44523	enst00000664970	sg00000287717	ac133637.2-201	15	89361157	89362421	-	lnc_RNA	lncrna
-45365	enst00000536780	sg00000255571	mir9-3hg-201	15	89361579	89398487	+	lnc_RNA	lncrna
-48103	enst00000624115	sg00000279708	ac133637.1-201	15	89358841	89360377	+	unconfirmed_transcript	tec
71058	enst00000558360	sg00000140519	rhcg-204	15	89471445	89479430	-	mRNA	protein_coding
71364	enst00000559638	sg00000140519	rhcg-205	15	89477799	89479736	-	lnc_RNA	retained_intron
-71673	enst00000562356	sg00000261441	ac124068.2-202	15	89335271	89336161	+	lnc_RNA	lncrna
-71891	enst00000569473	sg00000261441	ac124068.2-201	15	89335053	89336161	+	lnc_RNA	lncrna
-72083	enst00000442287	sg00000140521	polg-202	15	89316320	89334861	-	mRNA	protein_coding
-72120	enst00000636774	sg00000140521	polg-217	15	89316684	89334824	-	mRNA	nonsense_mediated_decay
-72127	enst00000631044	sg00000140521	polg-213	15	89316305	89334817	-	mRNA	nonsense_mediated_decay
-72149	enst00000268124	sg00000140521	polg-201	15	89316305	89334795	-	mRNA	protein_coding
-72233	enst00000635986	sg00000140521	polg-215	15	89316339	89334711	-	mRNA	nonsense_mediated_decay
-72233	enst00000672071	sg00000140521	polg-228	15	89316355	89334711	-	lnc_RNA	retained_intron
-72500	enst00000637711	sg00000140521	polg-224	15	89333850	89334444	-	lnc_RNA	processed_transcript
-72931	enst00000636937	sg00000140521	polg-219	15	89333793	89334013	-	lnc_RNA	processed_transcript
-73135	enst00000650303	sg00000140521	polg-225	15	89330208	89333809	-	mRNA	protein_coding
-73533	enst00000666746	sg00000140521	polg-226	15	89316350	89333411	-	mRNA	nonsense_mediated_decay
-73589	enst00000530292	sg00000140521	polg-208	15	89316328	89333355	-	mRNA	nonsense_mediated_decay
-73800	enst00000637307	sg00000140521	polg-223	15	89330211	89333144	-	mRNA	protein_coding
-77907	enst00000637264	sg00000140521	polg-222	15	89316330	89329037	-	mRNA	protein_coding
-78232	enst00000532363	sg00000140521	polg-210	15	89327013	89328712	-	lnc_RNA	retained_intron
-79451	enst00000672923	sg00000140521	polg-230	15	89316341	89327493	-	lnc_RNA	processed_transcript
-79608	enst00000637238	sg00000140521	polg-221	15	89316357	89327336	-	mRNA	nonsense_mediated_decay
-80134	enst00000622641	sg00000275101	mir6766-201	15	89326739	89326810	-	miRNA	mirna
-80239	enst00000526314	sg00000140521	polg-203	15	89322742	89326705	-	mRNA	protein_coding
-80301	enst00000670281	sg00000140521	polg-227	15	89319292	89326643	-	mRNA	protein_coding
-81344	enst00000532584	sg00000140521	polg-211	15	89321775	89325600	-	lnc_RNA	retained_intron
-81357	enst00000526398	sg00000140521	polg-204	15	89322805	89325587	-	mRNA	nonsense_mediated_decay
-81460	enst00000526573	sg00000140521	polg-205	15	89323514	89325484	-	lnc_RNA	retained_intron
-82653	enst00000533857	sg00000140521	polg-212	15	89323520	89324291	-	lnc_RNA	retained_intron
-83507	enst00000528881	sg00000140521	polg-207	15	89320820	89323437	-	mRNA	nonsense_mediated_decay
-83517	enst00000530715	sg00000140521	polg-209	15	89319268	89323427	-	mRNA	nonsense_mediated_decay
-86021	enst00000672695	sg00000140521	polg-229	15	89316320	89320923	-	lnc_RNA	processed_transcript
-86143	enst00000636812	sg00000140521	polg-218	15	89319338	89320801	-	mRNA	protein_coding
-87565	enst00000636530	sg00000140521	polg-216	15	89319064	89319379	-	lnc_RNA	processed_transcript
88199	enst00000560081	sg00000140519	rhcg-206	15	89471398	89496571	-	mRNA	nonsense_mediated_decay
88210	enst00000558030	sg00000140519	rhcg-202	15	89471757	89496582	-	mRNA	nonsense_mediated_decay
88211	enst00000649642	sg00000140519	rhcg-207	15	89471424	89496583	-	mRNA	nonsense_mediated_decay
88211	enst00000268122	sg00000140519	rhcg-201	15	89471407	89496583	-	mRNA	protein_coding
88217	enst00000558184	sg00000140519	rhcg-203	15	89477728	89496589	-	mRNA	nonsense_mediated_decay
-88935	enst00000637042	sg00000140521	polg-220	15	89317443	89318009	-	lnc_RNA	processed_transcript
-89116	enst00000526671	sg00000140521	polg-206	15	89316517	89317828	-	lnc_RNA	retained_intron
-90166	enst00000635831	sg00000140521	polg-214	15	89305198	89316778	-	mRNA	protein_coding
-99085	enst00000566615	sg00000140525	fanci-211	15	89307859	89316426	+	lnc_RNA	processed_transcript
100589	enst00000567484	sg00000261478	ac013391.3-201	15	89508961	89510416	+	lnc_RNA	lncrna
110151	enst00000559041	sg00000259713	ac013391.2-201	15	89518523	89591956	+	lnc_RNA	lncrna
115644	enst00000559227	sg00000259218	linc00928-201	15	89514588	89524016	-	lnc_RNA	lncrna
115654	enst00000559967	sg00000259218	linc00928-202	15	89504925	89524026	-	lnc_RNA	lncrna
115662	enst00000561201	sg00000259218	linc00928-204	15	89505277	89524034	-	lnc_RNA	lncrna
115665	enst00000660770	sg00000259218	linc00928-205	15	89504927	89524037	-	lnc_RNA	lncrna
115677	enst00000661183	sg00000259218	linc00928-206	15	89516581	89524049	-	lnc_RNA	lncrna
115677	enst00000561108	sg00000259218	linc00928-203	15	89504909	89524049	-	lnc_RNA	lncrna
-123951	enst00000564350	sg00000140525	fanci-206	15	89282993	89290592	+	lnc_RNA	retained_intron
-128257	enst00000566895	sg00000140525	fanci-212	15	89278687	89317128	+	lnc_RNA	retained_intron
-143507	enst00000561894	sg00000140525	fanci-204	15	89263437	89316444	+	mRNA	protein_coding
-145106	enst00000570225	sg00000140525	fanci-217	15	89261838	89268631	+	mRNA	protein_coding
-159342	enst00000564636	sg00000140525	fanci-207	15	89247602	89259350	+	lnc_RNA	retained_intron
-162694	enst00000565522	sg00000140525	fanci-210	15	89244250	89314646	+	lnc_RNA	processed_transcript
-162910	enst00000563250	sg00000140525	fanci-205	15	89244034	89264004	+	mRNA	protein_coding
-162927	enst00000567996	sg00000140525	fanci-214	15	89244017	89264651	+	mRNA	protein_coding
-162936	enst00000570110	sg00000140525	fanci-216	15	89244008	89259068	+	lnc_RNA	retained_intron
-162940	enst00000447611	sg00000140525	fanci-203	15	89244004	89316481	+	mRNA	nonsense_mediated_decay
-162954	enst00000564920	sg00000140525	fanci-208	15	89243990	89261673	+	mRNA	protein_coding
-162954	enst00000565255	sg00000140525	fanci-209	15	89243990	89264037	+	mRNA	protein_coding
-162969	enst00000567891	sg00000140525	fanci-213	15	89243975	89261847	+	mRNA	protein_coding
-162971	enst00000568670	sg00000140525	fanci-215	15	89243973	89260765	+	lnc_RNA	processed_transcript
-162977	enst00000310775	sg00000140525	fanci-202	15	89243967	89317129	+	mRNA	protein_coding
-162995	enst00000300027	sg00000140525	fanci-201	15	89243949	89317261	+	mRNA	protein_coding
167097	enst00000268138	sg00000140534	ticrr-201	15	89575469	89628023	+	mRNA	protein_coding
167215	enst00000560985	sg00000140534	ticrr-202	15	89575587	89628012	+	mRNA	protein_coding
173925	enst00000560477	sg00000259615	ac013391.1-201	15	89579765	89582297	-	lnc_RNA	lncrna
-185330	enst00000567787	sg00000140522	rlbp1-204	15	89210750	89221614	-	mRNA	nonsense_mediated_decay
-185339	enst00000564388	sg00000140522	rlbp1-203	15	89219562	89221605	-	lnc_RNA	retained_intron
-185365	enst00000268125	sg00000140522	rlbp1-201	15	89209869	89221579	-	mRNA	protein_coding
-195101	enst00000563254	sg00000140522	rlbp1-202	15	89210002	89211843	-	mRNA	protein_coding
-205176	enst00000563131	sg00000259948	ac124068.1-201	15	89201091	89201768	-	pseudogenic_transcript	processed_pseudogene
217028	enst00000561095	sg00000140534	ticrr-203	15	89625400	89631056	+	mRNA	nonsense_mediated_decay
220408	enst00000558928	sg00000166813	kif7-203	15	89608789	89628780	-	lnc_RNA	processed_transcript
-221529	enst00000568308	sg00000140526	abhd2-208	15	89185415	89193453	+	lnc_RNA	retained_intron
247079	enst00000445906	sg00000166813	kif7-202	15	89648503	89655451	-	mRNA	nonsense_mediated_decay
247095	enst00000394412	sg00000166813	kif7-201	15	89627977	89655467	-	mRNA	protein_coding
259268	enst00000560330	sg00000166819	plin1-204	15	89664367	89667640	-	mRNA	protein_coding
-270449	enst00000558211	sg00000259699	hmgb1p8-201	15	89135547	89136495	-	pseudogenic_transcript	processed_pseudogene
270995	enst00000300055	sg00000166819	plin1-201	15	89664367	89679367	-	mRNA	protein_coding
271045	enst00000531697	sg00000166819	plin1-203	15	89676626	89679417	-	lnc_RNA	retained_intron
271055	enst00000430628	sg00000166819	plin1-202	15	89664372	89679427	-	mRNA	protein_coding
279871	enst00000460165	sg00000241362	rpl36ap43-201	15	89687937	89688243	-	pseudogenic_transcript	processed_pseudogene
282290	enst00000561257	sg00000166821	pex11a-205	15	89683080	89690662	-	mRNA	protein_coding
282381	enst00000561224	sg00000166821	pex11a-204	15	89681305	89690753	-	mRNA	protein_coding
282382	enst00000300056	sg00000166821	pex11a-201	15	89681535	89690754	-	mRNA	protein_coding
282410	enst00000557982	sg00000166821	pex11a-202	15	89677764	89690782	-	lnc_RNA	processed_transcript
282411	enst00000559170	sg00000166821	pex11a-203	15	89683251	89690783	-	mRNA	protein_coding
282439	enst00000268130	sg00000140527	wdr93-201	15	89690811	89743638	+	mRNA	protein_coding
282457	enst00000560294	sg00000140527	wdr93-205	15	89690829	89743638	+	mRNA	protein_coding
282472	enst00000558000	sg00000140527	wdr93-204	15	89690844	89704478	+	mRNA	protein_coding
-286165	enst00000458793	sg00000239151	rnu7-195p-201	15	89120779	89120840	+	snRNA	snrna
-290440	enst00000562073	sg00000140526	abhd2-202	15	89116504	89183373	+	lnc_RNA	processed_transcript
296293	enst00000557964	sg00000259561	ac079075.1-201	15	89704665	89705415	+	lnc_RNA	lncrna
305860	enst00000383863	sg00000206590	rnu6-132p-201	15	89714232	89714338	+	snRNA	snrna
311234	enst00000557825	sg00000140527	wdr93-203	15	89719606	89729730	+	lnc_RNA	processed_transcript
312738	enst00000444934	sg00000140527	wdr93-202	15	89721110	89743637	+	lnc_RNA	processed_transcript
-318434	enst00000562254	sg00000140526	abhd2-203	15	89088510	89094364	+	lnc_RNA	processed_transcript
-318462	enst00000565825	sg00000140526	abhd2-206	15	89088482	89113791	+	lnc_RNA	processed_transcript
-318488	enst00000352732	sg00000140526	abhd2-201	15	89088456	89202355	+	mRNA	protein_coding
-318514	enst00000565973	sg00000140526	abhd2-207	15	89088430	89195751	+	mRNA	protein_coding
-318518	enst00000565066	sg00000140526	abhd2-205	15	89088426	89151852	+	mRNA	protein_coding
-318522	enst00000564876	sg00000140526	abhd2-204	15	89088422	89113816	+	lnc_RNA	processed_transcript
-318522	enst00000569550	sg00000140526	abhd2-210	15	89088422	89116494	+	mRNA	protein_coding
-318567	enst00000671490	sg00000261407	ac013565.3-202	15	89087561	89088377	-	lnc_RNA	lncrna
-318677	enst00000570120	sg00000261407	ac013565.3-203	15	89087563	89088267	-	lnc_RNA	lncrna
-319003	enst00000565547	sg00000261407	ac013565.3-201	15	89087078	89087941	-	lnc_RNA	lncrna
-319485	enst00000569411	sg00000140526	abhd2-209	15	89087459	89155390	+	mRNA	protein_coding
342765	enst00000559894	sg00000166823	mesp1-202	15	89749891	89751137	-	lnc_RNA	processed_transcript
342938	enst00000300057	sg00000166823	mesp1-201	15	89748661	89751310	-	mRNA	protein_coding
