distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000564055	sg00000259780	ac009065.2-201	16	2235689	2236913	-	lnc_RNA	lncrna
0	enst00000569184	sg00000167968	dnase1l2-205	16	2236826	2238000	+	mRNA	protein_coding
0	enst00000382437	sg00000167968	dnase1l2-202	16	2236725	2238711	+	mRNA	protein_coding
-61	enst00000567494	sg00000167968	dnase1l2-204	16	2236469	2238711	+	mRNA	protein_coding
-63	enst00000613572	sg00000167968	dnase1l2-206	16	2236467	2238708	+	mRNA	protein_coding
-86	enst00000320700	sg00000167968	dnase1l2-201	16	2236444	2238711	+	mRNA	protein_coding
-714	enst00000564065	sg00000167968	dnase1l2-203	16	2235816	2238711	+	mRNA	protein_coding
-1930	enst00000567111	sg00000167967	e4f1-208	16	2234600	2235367	+	lnc_RNA	retained_intron
2347	enst00000565709	sg00000261663	ac009065.9-201	16	2240487	2241818	+	lnc_RNA	lncrna
-2811	enst00000564930	sg00000167967	e4f1-205	16	2233719	2234195	+	lnc_RNA	retained_intron
-3524	enst00000563643	sg00000167967	e4f1-203	16	2233006	2234212	+	lnc_RNA	retained_intron
6298	enst00000563447	sg00000167969	eci1-205	16	2242415	2244438	-	lnc_RNA	retained_intron
-8137	enst00000569796	sg00000167967	e4f1-209	16	2228393	2235741	+	lnc_RNA	retained_intron
-12814	enst00000565413	sg00000167967	e4f1-207	16	2223716	2232908	+	mRNA	protein_coding
-12915	enst00000562589	sg00000167967	e4f1-202	16	2223615	2232763	+	mRNA	nonsense_mediated_decay
-12936	enst00000564139	sg00000167967	e4f1-204	16	2223594	2235742	+	mRNA	protein_coding
-12939	enst00000301727	sg00000167967	e4f1-201	16	2223591	2235742	+	mRNA	protein_coding
-12950	enst00000565090	sg00000167967	e4f1-206	16	2223580	2235742	+	mRNA	protein_coding
13405	enst00000563029	sg00000167969	eci1-204	16	2243169	2251545	-	lnc_RNA	retained_intron
13422	enst00000561688	sg00000167969	eci1-202	16	2244138	2251562	-	lnc_RNA	retained_intron
13432	enst00000562238	sg00000167969	eci1-203	16	2239895	2251572	-	mRNA	protein_coding
13447	enst00000301729	sg00000167969	eci1-201	16	2239402	2251587	-	mRNA	protein_coding
