distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000666894	sg00000103723	ap3b2-225	15	82676951	82680410	-	mRNA	protein_coding
0	enst00000660624	sg00000103723	ap3b2-218	15	82659282	82680407	-	mRNA	protein_coding
0	enst00000669880	sg00000103723	ap3b2-231	15	82676506	82680398	-	lnc_RNA	processed_transcript
0	enst00000661532	sg00000103723	ap3b2-219	15	82659348	82680753	-	mRNA	nonsense_mediated_decay
271	enst00000666672	sg00000103723	ap3b2-224	15	82680732	82681497	-	lnc_RNA	retained_intron
335	enst00000668458	sg00000103723	ap3b2-229	15	82659955	82681561	-	mRNA	nonsense_mediated_decay
375	enst00000559888	sg00000103723	ap3b2-210	15	82680732	82681601	-	lnc_RNA	retained_intron
-2510	enst00000659252	sg00000103723	ap3b2-217	15	82676461	82677454	-	lnc_RNA	retained_intron
-3340	enst00000665513	sg00000103723	ap3b2-222	15	82675705	82676624	-	mRNA	protein_coding
11132	enst00000560043	sg00000259707	ac105339.4-201	15	82691723	82692358	-	pseudogenic_transcript	processed_pseudogene
18014	enst00000541693	sg00000103723	ap3b2-207	15	82680897	82699240	-	mRNA	protein_coding
18675	enst00000642989	sg00000103723	ap3b2-214	15	82659281	82699901	-	mRNA	protein_coding
27625	enst00000561455	sg00000103723	ap3b2-212	15	82686815	82708851	-	lnc_RNA	processed_transcript
27717	enst00000663651	sg00000103723	ap3b2-220	15	82659300	82708943	-	lnc_RNA	processed_transcript
27804	enst00000537735	sg00000103723	ap3b2-206	15	82659292	82709030	-	lnc_RNA	processed_transcript
28553	enst00000535348	sg00000103723	ap3b2-202	15	82659532	82709779	-	mRNA	protein_coding
28565	enst00000657321	sg00000103723	ap3b2-216	15	82659495	82709791	-	mRNA	nonsense_mediated_decay
28597	enst00000666973	sg00000103723	ap3b2-226	15	82659367	82709823	-	mRNA	protein_coding
28617	enst00000664460	sg00000103723	ap3b2-221	15	82675742	82709843	-	mRNA	protein_coding
28621	enst00000669930	sg00000103723	ap3b2-232	15	82659318	82709847	-	mRNA	protein_coding
28633	enst00000542200	sg00000103723	ap3b2-208	15	82685091	82709859	-	mRNA	protein_coding
28639	enst00000560529	sg00000103723	ap3b2-211	15	82689400	82709865	-	lnc_RNA	processed_transcript
28649	enst00000535359	sg00000103723	ap3b2-203	15	82659281	82709875	-	mRNA	protein_coding
28649	enst00000652847	sg00000103723	ap3b2-215	15	82659295	82709875	-	mRNA	protein_coding
28649	enst00000668990	sg00000103723	ap3b2-230	15	82659281	82709875	-	mRNA	protein_coding
28657	enst00000535385	sg00000103723	ap3b2-204	15	82659552	82709883	-	lnc_RNA	retained_intron
28661	enst00000666055	sg00000103723	ap3b2-223	15	82676916	82709887	-	mRNA	protein_coding
28682	enst00000620652	sg00000103723	ap3b2-213	15	82659282	82709908	-	mRNA	protein_coding
28683	enst00000543938	sg00000103723	ap3b2-209	15	82659285	82709909	-	lnc_RNA	retained_intron
28689	enst00000667758	sg00000103723	ap3b2-227	15	82659312	82709915	-	mRNA	nonsense_mediated_decay
28693	enst00000261722	sg00000103723	ap3b2-201	15	82659302	82709919	-	mRNA	protein_coding
28693	enst00000535513	sg00000103723	ap3b2-205	15	82685914	82709919	-	mRNA	protein_coding
28720	enst00000668385	sg00000103723	ap3b2-228	15	82659513	82709946	-	mRNA	nonsense_mediated_decay
-29935	enst00000618020	sg00000259462	cpeb1-as1-202	15	82650029	82653022	+	lnc_RNA	lncrna
