distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000649184	sg00000285865	ac010285.3-201	5	179974584	179980186	+	lnc_RNA	lncrna
2899	enst00000523487	sg00000113269	rnf130-208	5	179976774	179978287	-	lnc_RNA	retained_intron
5130	enst00000519708	sg00000113269	rnf130-202	5	179966983	179980518	-	lnc_RNA	retained_intron
-10176	enst00000521901	sg00000113269	rnf130-206	5	179955480	179963943	-	lnc_RNA	retained_intron
-10504	enst00000510240	sg00000249412	ac010285.1-201	5	179963615	179964419	+	lnc_RNA	lncrna
-17603	enst00000520564	sg00000113269	rnf130-203	5	179955480	179956516	-	lnc_RNA	processed_transcript
-33987	enst00000511668	sg00000249876	ac010285.2-201	5	179939457	179940132	-	pseudogenic_transcript	processed_pseudogene
-39923	enst00000470580	sg00000242979	rps15ap18-201	5	179933805	179934196	-	pseudogenic_transcript	processed_pseudogene
40009	enst00000362125	sg00000198995	mir340-201	5	180015303	180015397	-	miRNA	mirna
-66260	enst00000356834	sg00000197226	tbc1d9b-202	5	179862066	179907859	-	mRNA	protein_coding
-66263	enst00000355235	sg00000197226	tbc1d9b-201	5	179862066	179907856	-	mRNA	protein_coding
-66267	enst00000522224	sg00000197226	tbc1d9b-216	5	179893425	179907852	-	mRNA	nonsense_mediated_decay
-66298	enst00000630103	sg00000197226	tbc1d9b-220	5	179894541	179907821	-	mRNA	protein_coding
-79661	enst00000517782	sg00000197226	tbc1d9b-203	5	179888103	179894458	-	lnc_RNA	processed_transcript
-80882	enst00000522029	sg00000197226	tbc1d9b-214	5	179884369	179893237	-	lnc_RNA	processed_transcript
-80886	enst00000524222	sg00000197226	tbc1d9b-219	5	179863404	179893233	-	mRNA	protein_coding
-85805	enst00000518120	sg00000197226	tbc1d9b-206	5	179887671	179888314	-	lnc_RNA	processed_transcript
-94096	enst00000518115	sg00000197226	tbc1d9b-205	5	179879046	179880023	-	lnc_RNA	retained_intron
-94416	enst00000522472	sg00000197226	tbc1d9b-217	5	179862373	179879703	-	mRNA	protein_coding
-94713	enst00000518459	sg00000197226	tbc1d9b-207	5	179874927	179879406	-	lnc_RNA	retained_intron
96333	enst00000522208	sg00000113269	rnf130-207	5	179911651	180071721	-	mRNA	protein_coding
96371	enst00000521389	sg00000113269	rnf130-205	5	179955067	180071759	-	mRNA	protein_coding
96713	enst00000261947	sg00000113269	rnf130-201	5	179955453	180072101	-	mRNA	protein_coding
96725	enst00000520911	sg00000113269	rnf130-204	5	179955480	180072113	-	mRNA	nonsense_mediated_decay
-100984	enst00000521669	sg00000197226	tbc1d9b-213	5	179872416	179873135	-	lnc_RNA	retained_intron
