distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000443950	sg00000169813	hnrnpf-204	10	43385617	43396831	-	mRNA	protein_coding
0	enst00000477108	sg00000169813	hnrnpf-205	10	43387589	43397278	-	mRNA	protein_coding
0	enst00000498176	sg00000169813	hnrnpf-206	10	43387643	43396817	-	lnc_RNA	processed_transcript
0	enst00000544000	sg00000169813	hnrnpf-207	10	43385617	43397346	-	mRNA	protein_coding
10157	enst00000357065	sg00000169813	hnrnpf-203	10	43385617	43407819	-	mRNA	protein_coding
11220	enst00000356053	sg00000169813	hnrnpf-202	10	43385617	43408882	-	mRNA	protein_coding
11504	enst00000337970	sg00000169813	hnrnpf-201	10	43386022	43409166	-	mRNA	protein_coding
19776	enst00000408473	sg00000221400	snord3j-201	10	43417249	43417438	-	snoRNA	snorna
-21261	enst00000479189	sg00000150201	fxyd4-202	10	43374469	43376335	+	lnc_RNA	processed_transcript
23076	enst00000442526	sg00000230555	al450326.1-201	10	43420738	43422100	+	lnc_RNA	lncrna
-24077	enst00000480834	sg00000150201	fxyd4-203	10	43371653	43376332	+	lnc_RNA	processed_transcript
-24086	enst00000616495	sg00000150201	fxyd4-204	10	43371644	43376335	+	mRNA	protein_coding
-24094	enst00000476166	sg00000150201	fxyd4-201	10	43371636	43376335	+	mRNA	protein_coding
39179	enst00000315429	sg00000243660	znf487-201	10	43436841	43481678	+	mRNA	protein_coding
39186	enst00000652684	sg00000243660	znf487-208	10	43436848	43483181	+	mRNA	protein_coding
39464	enst00000456416	sg00000243660	znf487-204	10	43437126	43481731	+	mRNA	protein_coding
39464	enst00000437590	sg00000243660	znf487-202	10	43437126	43483179	+	mRNA	protein_coding
39486	enst00000490208	sg00000243660	znf487-205	10	43437148	43454532	+	lnc_RNA	processed_transcript
39496	enst00000451167	sg00000243660	znf487-203	10	43437158	43475830	+	mRNA	protein_coding
-44938	enst00000650340	sg00000285712	ac068707.1-201	10	43325833	43350792	-	lnc_RNA	lncrna
-53944	enst00000408541	sg00000221468	rnu6atac11p-201	10	43341786	43341910	+	snRNA	snrna
54258	enst00000596267	sg00000243660	znf487-206	10	43451920	43454664	+	lnc_RNA	processed_transcript
60403	enst00000516723	sg00000252532	rnu7-193p-201	10	43458065	43458129	+	snRNA	snrna
-72065	enst00000451438	sg00000224265	linc02633-201	10	43323665	43327932	+	lnc_RNA	lncrna
78149	enst00000651159	sg00000243660	znf487-207	10	43475811	43481922	+	mRNA	protein_coding
125594	enst00000421913	sg00000236114	al450326.2-201	10	43523256	43525217	+	pseudogenic_transcript	unprocessed_pseudogene
-128811	enst00000395810	sg00000198915	rasgef1a-204	10	43194536	43266919	-	mRNA	protein_coding
-165991	enst00000374459	sg00000198915	rasgef1a-202	10	43194535	43229739	-	mRNA	protein_coding
170797	enst00000306006	sg00000196793	znf239-201	10	43556344	43568459	-	mRNA	protein_coding
176922	enst00000374446	sg00000196793	znf239-202	10	43556344	43574584	-	mRNA	protein_coding
176935	enst00000491188	sg00000196793	znf239-204	10	43557529	43574597	-	lnc_RNA	processed_transcript
176956	enst00000535642	sg00000196793	znf239-205	10	43556347	43574618	-	mRNA	protein_coding
176956	enst00000426961	sg00000196793	znf239-203	10	43556347	43574618	-	mRNA	protein_coding
-186546	enst00000395809	sg00000198915	rasgef1a-203	10	43196093	43209184	-	mRNA	protein_coding
-191911	enst00000472864	sg00000198915	rasgef1a-205	10	43200195	43203819	-	lnc_RNA	processed_transcript
-193048	enst00000374455	sg00000198915	rasgef1a-201	10	43199116	43202682	-	mRNA	protein_coding
198963	enst00000667961	sg00000287852	al450326.3-201	10	43583498	43596625	-	lnc_RNA	lncrna
208589	enst00000417455	sg00000232004	cap1p2-201	10	43604843	43606251	-	pseudogenic_transcript	processed_pseudogene
208757	enst00000430885	sg00000198298	znf485-203	10	43606419	43616395	+	mRNA	protein_coding
208757	enst00000480678	sg00000198298	znf485-204	10	43606419	43607400	+	lnc_RNA	retained_intron
208764	enst00000374435	sg00000198298	znf485-202	10	43606426	43617903	+	mRNA	protein_coding
208776	enst00000361807	sg00000198298	znf485-201	10	43606438	43617904	+	mRNA	protein_coding
231155	enst00000458063	sg00000223910	znf32-as3-201	10	43628817	43674703	+	lnc_RNA	lncrna
233285	enst00000436649	sg00000238263	rpl21p88-201	10	43630947	43631382	+	pseudogenic_transcript	processed_pseudogene
233902	enst00000431956	sg00000237389	al645634.2-201	10	43630882	43631564	-	lnc_RNA	lncrna
246210	enst00000453284	sg00000226245	znf32-as1-201	10	43643872	43645047	+	lnc_RNA	lncrna
248280	enst00000418966	sg00000230565	znf32-as2-201	10	43645942	43648019	+	lnc_RNA	lncrna
248613	enst00000485351	sg00000169740	znf32-203	10	43644649	43646275	-	lnc_RNA	processed_transcript
251042	enst00000395797	sg00000169740	znf32-202	10	43643860	43648704	-	mRNA	protein_coding
251219	enst00000374433	sg00000169740	znf32-201	10	43643862	43648881	-	mRNA	protein_coding
-257285	enst00000374466	sg00000169826	csgalnact2-201	10	43138445	43185302	+	mRNA	protein_coding
-257396	enst00000609407	sg00000273008	ac010864.1-201	10	43136824	43138334	-	lnc_RNA	lncrna
268006	enst00000418426	sg00000228426	al645634.1-201	10	43665668	43667005	+	lnc_RNA	lncrna
-290998	enst00000479913	sg00000165731	ret-203	10	43104732	43106490	+	lnc_RNA	retained_intron
-295246	enst00000638465	sg00000165731	ret-206	10	43100484	43102835	+	mRNA	protein_coding
-295246	enst00000640619	sg00000165731	ret-207	10	43100484	43102839	+	mRNA	protein_coding
-318656	enst00000498820	sg00000165731	ret-204	10	43077074	43114593	+	mRNA	protein_coding
