distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000419388	sg00000231743	ac026396.1-201	10	2936021	2936441	+	pseudogenic_transcript	processed_pseudogene
73282	enst00000439575	sg00000234182	al731533.1-201	10	3009976	3013111	+	lnc_RNA	lncrna
110389	enst00000658425	sg00000287560	al731533.3-201	10	3042535	3047083	-	lnc_RNA	lncrna
129307	enst00000607898	sg00000273001	al731533.2-201	10	3065424	3066001	-	lnc_RNA	lncrna
129639	enst00000607886	sg00000067057	pfkp-212	10	3066333	3101554	+	mRNA	protein_coding
130854	enst00000381125	sg00000067057	pfkp-203	10	3067548	3136802	+	mRNA	protein_coding
130978	enst00000495715	sg00000067057	pfkp-211	10	3067672	3069380	+	lnc_RNA	processed_transcript
131933	enst00000381075	sg00000067057	pfkp-202	10	3068627	3136793	+	mRNA	protein_coding
132539	enst00000421751	sg00000067057	pfkp-207	10	3069233	3103937	+	lnc_RNA	processed_transcript
133551	enst00000407806	sg00000067057	pfkp-204	10	3070245	3105473	+	mRNA	protein_coding
168030	enst00000415005	sg00000067057	pfkp-206	10	3104724	3137718	+	mRNA	protein_coding
168053	enst00000468050	sg00000067057	pfkp-210	10	3104747	3109394	+	mRNA	protein_coding
168185	enst00000460445	sg00000067057	pfkp-209	10	3104879	3107233	+	lnc_RNA	processed_transcript
176764	enst00000413079	sg00000067057	pfkp-205	10	3113458	3129941	+	mRNA	protein_coding
192313	enst00000381072	sg00000067057	pfkp-201	10	3129007	3136793	+	lnc_RNA	retained_intron
196541	enst00000433193	sg00000067057	pfkp-208	10	3133235	3137715	+	mRNA	protein_coding
197872	enst00000441377	sg00000278419	al451164.2-201	10	3134566	3145166	+	lnc_RNA	lncrna
201921	enst00000490510	sg00000107959	pitrm1-211	10	3137728	3138615	-	lnc_RNA	processed_transcript
204938	enst00000598280	sg00000237399	pitrm1-as1-202	10	3141632	3167972	+	lnc_RNA	lncrna
204938	enst00000601046	sg00000237399	pitrm1-as1-203	10	3141632	3164249	+	lnc_RNA	lncrna
204978	enst00000430356	sg00000237399	pitrm1-as1-201	10	3141672	3148622	+	lnc_RNA	lncrna
-207394	enst00000671591	sg00000286858	al355361.1-201	10	2724819	2728267	-	lnc_RNA	lncrna
207672	enst00000455371	sg00000107959	pitrm1-208	10	3138691	3144366	-	mRNA	protein_coding
209015	enst00000424714	sg00000107959	pitrm1-204	10	3143483	3145709	-	mRNA	protein_coding
211361	enst00000451454	sg00000107959	pitrm1-207	10	3141508	3148055	-	mRNA	protein_coding
212705	enst00000464395	sg00000107959	pitrm1-209	10	3137728	3149399	-	lnc_RNA	processed_transcript
221393	enst00000380994	sg00000107959	pitrm1-203	10	3137734	3158087	-	mRNA	protein_coding
222264	enst00000430362	sg00000107959	pitrm1-205	10	3151176	3158958	-	mRNA	protein_coding
228640	enst00000488065	sg00000107959	pitrm1-210	10	3163132	3165334	-	lnc_RNA	processed_transcript
236088	enst00000224949	sg00000107959	pitrm1-201	10	3137728	3172782	-	mRNA	protein_coding
236147	enst00000380989	sg00000107959	pitrm1-202	10	3137730	3172841	-	mRNA	protein_coding
236147	enst00000451104	sg00000107959	pitrm1-206	10	3137730	3172841	-	mRNA	protein_coding
273972	enst00000663204	sg00000288566	al451164.3-201	10	3200829	3210666	-	lnc_RNA	lncrna
287122	enst00000445932	sg00000236968	al451164.1-201	10	3223816	3227407	+	lnc_RNA	lncrna
320890	enst00000665182	sg00000226762	linc02668-204	10	3238117	3257584	-	lnc_RNA	lncrna
320890	enst00000655354	sg00000226762	linc02668-202	10	3232288	3257584	-	lnc_RNA	lncrna
321238	enst00000417149	sg00000226762	linc02668-201	10	3232388	3257932	-	lnc_RNA	lncrna
322203	enst00000669318	sg00000226762	linc02668-205	10	3232264	3258897	-	lnc_RNA	lncrna
326652	enst00000436340	sg00000227338	al139280.1-201	10	3263346	3267216	+	lnc_RNA	lncrna
340955	enst00000662361	sg00000226762	linc02668-203	10	3270090	3277649	-	lnc_RNA	lncrna
359644	enst00000657119	sg00000287428	al139280.2-201	10	3296338	3298137	+	lnc_RNA	lncrna
-433461	enst00000658961	sg00000234170	linc02645-205	10	2446253	2502200	-	lnc_RNA	lncrna
-433476	enst00000664302	sg00000234170	linc02645-209	10	2446256	2502185	-	lnc_RNA	lncrna
-433476	enst00000667195	sg00000234170	linc02645-213	10	2446462	2502185	-	lnc_RNA	lncrna
-433484	enst00000663504	sg00000234170	linc02645-208	10	2446637	2502177	-	lnc_RNA	lncrna
-433484	enst00000655634	sg00000234170	linc02645-204	10	2438831	2502177	-	lnc_RNA	lncrna
-433484	enst00000664791	sg00000234170	linc02645-210	10	2446252	2502177	-	lnc_RNA	lncrna
-433489	enst00000666064	sg00000234170	linc02645-212	10	2368561	2502172	-	lnc_RNA	lncrna
-433489	enst00000661232	sg00000234170	linc02645-206	10	2421990	2502172	-	lnc_RNA	lncrna
-433721	enst00000658050	sg00000235281	al713851.1-203	10	2501940	2538170	+	lnc_RNA	lncrna
-433743	enst00000441907	sg00000234170	linc02645-203	10	2446256	2501918	-	lnc_RNA	lncrna
-433745	enst00000668732	sg00000234170	linc02645-214	10	2446244	2501916	-	lnc_RNA	lncrna
-433762	enst00000665481	sg00000235281	al713851.1-205	10	2501899	2615653	+	lnc_RNA	lncrna
-433785	enst00000656797	sg00000235281	al713851.1-206	10	2501876	2618739	+	lnc_RNA	lncrna
-433820	enst00000414107	sg00000234170	linc02645-201	10	2446253	2501841	-	lnc_RNA	lncrna
-433843	enst00000665692	sg00000234170	linc02645-211	10	2499755	2501818	-	lnc_RNA	lncrna
-433858	enst00000437289	sg00000235281	al713851.1-202	10	2501803	2537625	+	lnc_RNA	lncrna
-433878	enst00000438753	sg00000235281	al713851.1-201	10	2501783	2567239	+	lnc_RNA	lncrna
-433892	enst00000662131	sg00000234170	linc02645-207	10	2446256	2501769	-	lnc_RNA	lncrna
-434035	enst00000656735	sg00000235281	al713851.1-207	10	2501626	2571055	+	lnc_RNA	lncrna
-434061	enst00000664280	sg00000235281	al713851.1-204	10	2501600	2567537	+	lnc_RNA	lncrna
-435940	enst00000431209	sg00000237500	al713851.2-201	10	2499721	2500570	+	lnc_RNA	lncrna
