distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000601757	sg00000118160	slc8a2-207	19	47432407	47447622	-	lnc_RNA	processed_transcript
-14429	enst00000600576	sg00000118160	slc8a2-206	19	47430235	47432568	-	lnc_RNA	retained_intron
21385	enst00000669287	sg00000287896	ac073548.2-201	19	47469910	47478550	+	lnc_RNA	lncrna
23338	enst00000539381	sg00000118160	slc8a2-202	19	47429740	47471863	-	lnc_RNA	processed_transcript
23343	enst00000594353	sg00000118160	slc8a2-204	19	47457513	47471868	-	mRNA	protein_coding
23347	enst00000542837	sg00000118160	slc8a2-203	19	47428661	47471872	-	mRNA	protein_coding
23368	enst00000236877	sg00000118160	slc8a2-201	19	47428017	47471893	-	mRNA	protein_coding
23368	enst00000597014	sg00000118160	slc8a2-205	19	47465735	47471893	-	mRNA	protein_coding
-27470	enst00000558555	sg00000105419	meis3-204	19	47403124	47419527	-	mRNA	protein_coding
-27474	enst00000331559	sg00000105419	meis3-201	19	47403124	47419523	-	mRNA	protein_coding
-27474	enst00000607330	sg00000105419	meis3-213	19	47415063	47419523	-	lnc_RNA	processed_transcript
27662	enst00000600551	sg00000118162	kptn-208	19	47475150	47476187	-	lnc_RNA	processed_transcript
-27682	enst00000441740	sg00000105419	meis3-202	19	47403124	47419315	-	mRNA	protein_coding
-27709	enst00000561293	sg00000105419	meis3-212	19	47403126	47419288	-	mRNA	protein_coding
-27845	enst00000557833	sg00000105419	meis3-203	19	47414836	47419152	-	mRNA	protein_coding
-27875	enst00000559524	sg00000105419	meis3-206	19	47405956	47419122	-	mRNA	protein_coding
-28196	enst00000561204	sg00000105419	meis3-211	19	47403124	47418801	-	lnc_RNA	retained_intron
-29099	enst00000561040	sg00000105419	meis3-209	19	47415876	47417898	-	lnc_RNA	retained_intron
-29205	enst00000561096	sg00000105419	meis3-210	19	47403125	47417792	-	mRNA	protein_coding
-30272	enst00000559338	sg00000105419	meis3-205	19	47407469	47416725	-	mRNA	protein_coding
-32059	enst00000560245	sg00000105419	meis3-207	19	47403125	47414938	-	mRNA	protein_coding
-34610	enst00000560253	sg00000105419	meis3-208	19	47403128	47412387	-	lnc_RNA	processed_transcript
35053	enst00000594139	sg00000118162	kptn-202	19	47480557	47483578	-	lnc_RNA	retained_intron
35369	enst00000598699	sg00000118162	kptn-206	19	47480827	47483894	-	lnc_RNA	processed_transcript
35637	enst00000594208	sg00000118162	kptn-203	19	47475193	47484162	-	mRNA	nonsense_mediated_decay
35651	enst00000595554	sg00000118162	kptn-205	19	47476844	47484176	-	mRNA	protein_coding
35694	enst00000600271	sg00000118162	kptn-207	19	47477721	47484219	-	mRNA	protein_coding
35694	enst00000338134	sg00000118162	kptn-201	19	47475150	47484219	-	mRNA	protein_coding
35736	enst00000602193	sg00000118162	kptn-209	19	47480723	47484261	-	lnc_RNA	processed_transcript
35740	enst00000595484	sg00000118162	kptn-204	19	47480692	47484265	-	lnc_RNA	processed_transcript
35757	enst00000593284	sg00000268061	napa-as1-201	19	47484282	47496382	+	lnc_RNA	lncrna
