distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
2170	enst00000259818	sg00000137285	tubb2b-201	6	3224277	3227653	-	mRNA	protein_coding
5920	enst00000509933	sg00000180822	psmg4-210	6	3231403	3270835	+	mRNA	nonsense_mediated_decay
6247	enst00000473006	sg00000137285	tubb2b-202	6	3224283	3231730	-	lnc_RNA	processed_transcript
6324	enst00000380306	sg00000180822	psmg4-203	6	3231807	3267781	+	mRNA	protein_coding
6346	enst00000416079	sg00000180822	psmg4-204	6	3231829	3237865	+	lnc_RNA	processed_transcript
-28761	enst00000656983	sg00000230269	linc02525-203	6	3182626	3195784	-	lnc_RNA	lncrna
-28761	enst00000435043	sg00000230269	linc02525-202	6	3182626	3195784	-	lnc_RNA	lncrna
-28761	enst00000425384	sg00000230269	linc02525-201	6	3182630	3195784	-	lnc_RNA	lncrna
33411	enst00000438998	sg00000180822	psmg4-206	6	3258894	3268049	+	mRNA	protein_coding
33414	enst00000380305	sg00000180822	psmg4-202	6	3258897	3267779	+	mRNA	protein_coding
33469	enst00000419065	sg00000180822	psmg4-205	6	3258952	3267781	+	mRNA	protein_coding
33478	enst00000473000	sg00000180822	psmg4-209	6	3258961	3268050	+	mRNA	protein_coding
33494	enst00000324987	sg00000180822	psmg4-201	6	3258977	3267920	+	mRNA	nonsense_mediated_decay
33501	enst00000451246	sg00000180822	psmg4-207	6	3258984	3303373	+	mRNA	protein_coding
33577	enst00000454610	sg00000180822	psmg4-208	6	3259060	3291984	+	mRNA	protein_coding
-44781	enst00000404155	sg00000216819	tubb2bp1-201	6	3177044	3179764	-	pseudogenic_transcript	unprocessed_pseudogene
58637	enst00000482874	sg00000137266	slc22a23-208	6	3273356	3284120	-	lnc_RNA	retained_intron
-67001	enst00000333628	sg00000137267	tubb2a-201	6	3153666	3157544	-	mRNA	protein_coding
-67019	enst00000489942	sg00000137267	tubb2a-202	6	3154579	3157526	-	lnc_RNA	processed_transcript
-71483	enst00000447644	sg00000228170	al031963.1-201	6	3138394	3153062	-	lnc_RNA	lncrna
-74531	enst00000464040	sg00000137274	bphl-209	6	3150014	3153046	+	lnc_RNA	processed_transcript
-84120	enst00000423798	sg00000137274	bphl-204	6	3140425	3153028	+	mRNA	protein_coding
86179	enst00000607565	sg00000272320	al445309.1-201	6	3311662	3313650	+	lnc_RNA	lncrna
-97749	enst00000488487	sg00000137274	bphl-211	6	3126796	3152533	+	lnc_RNA	retained_intron
98682	enst00000433689	sg00000137266	slc22a23-204	6	3323342	3324165	-	lnc_RNA	processed_transcript
98700	enst00000467144	sg00000137266	slc22a23-206	6	3286984	3324183	-	lnc_RNA	processed_transcript
-105219	enst00000380375	sg00000137274	bphl-202	6	3119326	3152669	+	mRNA	protein_coding
-105737	enst00000380368	sg00000137274	bphl-201	6	3118808	3138083	+	mRNA	protein_coding
-105817	enst00000479273	sg00000137274	bphl-210	6	3118728	3124143	+	lnc_RNA	retained_intron
-105819	enst00000490918	sg00000137274	bphl-212	6	3118726	3153062	+	lnc_RNA	retained_intron
-105834	enst00000380379	sg00000137274	bphl-203	6	3118711	3153578	+	mRNA	protein_coding
-105853	enst00000433912	sg00000137274	bphl-207	6	3118692	3152645	+	mRNA	nonsense_mediated_decay
-106169	enst00000430655	sg00000137274	bphl-206	6	3118376	3153195	+	mRNA	nonsense_mediated_decay
-106169	enst00000424847	sg00000137274	bphl-205	6	3118376	3152669	+	mRNA	nonsense_mediated_decay
-106171	enst00000434640	sg00000137274	bphl-208	6	3118374	3152575	+	mRNA	protein_coding
-135736	enst00000410316	sg00000222248	rna5sp201-201	6	3088686	3088809	-	pseudogenic_transcript	rrna_pseudogene
-147721	enst00000380409	sg00000137275	ripk1-202	6	3076824	3115187	+	mRNA	protein_coding
152503	enst00000496753	sg00000137266	slc22a23-211	6	3289766	3377986	-	lnc_RNA	processed_transcript
-155651	enst00000606441	sg00000272277	al031963.3-201	6	3068045	3068894	-	lnc_RNA	lncrna
-156051	enst00000259808	sg00000137275	ripk1-201	6	3068494	3115187	+	mRNA	protein_coding
-160554	enst00000479389	sg00000137275	ripk1-203	6	3063991	3106051	+	lnc_RNA	processed_transcript
-168696	enst00000433761	sg00000229282	al031963.2-201	6	3055849	3057357	+	lnc_RNA	lncrna
-175710	enst00000401898	sg00000217707	serpinb8p1-201	6	3048835	3049211	+	pseudogenic_transcript	unprocessed_pseudogene
-179161	enst00000428729	sg00000232654	fam136bp-201	6	3045384	3045800	+	pseudogenic_transcript	processed_pseudogene
-191362	enst00000612789	sg00000274855	al133351.3-201	6	3033183	3033288	+	pseudogenic_transcript	processed_pseudogene
-200773	enst00000604204	sg00000271361	htatsf1p2-201	6	3023142	3023772	-	pseudogenic_transcript	processed_pseudogene
213935	enst00000467177	sg00000137266	slc22a23-207	6	3283874	3439418	-	mRNA	protein_coding
219486	enst00000497691	sg00000137266	slc22a23-212	6	3271774	3444969	-	mRNA	nonsense_mediated_decay
219501	enst00000490273	sg00000137266	slc22a23-210	6	3272830	3444984	-	mRNA	protein_coding
219530	enst00000380302	sg00000137266	slc22a23-202	6	3271774	3445013	-	mRNA	protein_coding
-220378	enst00000606474	sg00000124588	nqo2-209	6	3004167	3010189	+	mRNA	protein_coding
-224387	enst00000380430	sg00000124588	nqo2-202	6	3000158	3019762	+	mRNA	protein_coding
-224543	enst00000380454	sg00000124588	nqo2-204	6	3000002	3019755	+	mRNA	protein_coding
