distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-3772	enst00000415738	sg00000152784	prdm8-202	4	80197503	80204329	+	mRNA	protein_coding
-3865	enst00000653209	sg00000248719	ac021127.1-201	4	80182637	80197410	-	lnc_RNA	lncrna
-11106	enst00000503589	sg00000248719	ac021127.1-202	4	80183280	80190169	-	lnc_RNA	lncrna
-15907	enst00000507025	sg00000152784	prdm8-205	4	80185368	80196497	+	lnc_RNA	processed_transcript
-16005	enst00000339711	sg00000152784	prdm8-201	4	80185270	80204326	+	mRNA	protein_coding
-16005	enst00000515013	sg00000152784	prdm8-210	4	80185270	80202745	+	mRNA	protein_coding
-16973	enst00000508061	sg00000152784	prdm8-206	4	80184302	80196601	+	lnc_RNA	processed_transcript
-16990	enst00000511825	sg00000152784	prdm8-209	4	80184285	80197195	+	lnc_RNA	processed_transcript
-16990	enst00000504452	sg00000152784	prdm8-203	4	80184285	80204329	+	mRNA	protein_coding
-17011	enst00000506547	sg00000152784	prdm8-204	4	80184264	80196419	+	lnc_RNA	processed_transcript
-17394	enst00000509375	sg00000152784	prdm8-208	4	80183881	80197121	+	lnc_RNA	processed_transcript
-17396	enst00000508965	sg00000152784	prdm8-207	4	80183879	80196598	+	lnc_RNA	processed_transcript
-40146	enst00000467439	sg00000244002	rpsap39-201	4	80161129	80162011	+	pseudogenic_transcript	processed_pseudogene
62792	enst00000312465	sg00000138675	fgf5-201	4	80266599	80290194	+	mRNA	protein_coding
62832	enst00000456523	sg00000138675	fgf5-203	4	80266639	80291017	+	mRNA	protein_coding
63018	enst00000380628	sg00000138675	fgf5-202	4	80266825	80268518	+	lnc_RNA	processed_transcript
63135	enst00000507780	sg00000138675	fgf5-205	4	80266942	80336680	+	mRNA	nonsense_mediated_decay
64458	enst00000503413	sg00000138675	fgf5-204	4	80268265	80288958	+	lnc_RNA	processed_transcript
-75821	enst00000506286	sg00000163297	antxr2-208	4	80069436	80125454	-	lnc_RNA	processed_transcript
-121675	enst00000514959	sg00000163297	antxr2-209	4	80054281	80079600	-	lnc_RNA	processed_transcript
-121743	enst00000458289	sg00000236530	kpna2p1-201	4	80079532	80081122	+	pseudogenic_transcript	processed_pseudogene
-127803	enst00000404191	sg00000163297	antxr2-204	4	79907353	80073472	-	mRNA	protein_coding
-128046	enst00000403729	sg00000163297	antxr2-203	4	79901146	80073229	-	mRNA	protein_coding
-128575	enst00000346652	sg00000163297	antxr2-202	4	79977537	80072700	-	mRNA	protein_coding
-128712	enst00000307333	sg00000163297	antxr2-201	4	79977579	80072563	-	mRNA	protein_coding
-129655	enst00000449651	sg00000163297	antxr2-205	4	79905571	80071620	-	mRNA	nonsense_mediated_decay
131913	enst00000358105	sg00000197826	cfap299-201	4	80335720	80963756	+	mRNA	protein_coding
131935	enst00000514249	sg00000197826	cfap299-208	4	80335742	80649206	+	mRNA	nonsense_mediated_decay
131935	enst00000512931	sg00000197826	cfap299-206	4	80335742	80649150	+	lnc_RNA	processed_transcript
131936	enst00000502497	sg00000197826	cfap299-202	4	80335743	80790507	+	lnc_RNA	processed_transcript
131961	enst00000513920	sg00000197826	cfap299-207	4	80335768	80873074	+	mRNA	nonsense_mediated_decay
131962	enst00000508675	sg00000197826	cfap299-205	4	80335769	80963612	+	mRNA	protein_coding
131974	enst00000503883	sg00000197826	cfap299-203	4	80335781	80583291	+	lnc_RNA	processed_transcript
184909	enst00000506637	sg00000232327	ac105917.1-201	4	80386178	80388716	-	pseudogenic_transcript	processed_pseudogene
-236178	enst00000491345	sg00000163297	antxr2-207	4	79907170	79965097	-	lnc_RNA	processed_transcript
-236385	enst00000482406	sg00000163297	antxr2-206	4	79906762	79964890	-	lnc_RNA	processed_transcript
-358173	enst00000391318	sg00000212620	ac118141.1-201	4	79843102	79843228	+	snoRNA	snorna
-373740	enst00000514836	sg00000251321	pcat4-202	4	79827535	79877770	+	lnc_RNA	lncrna
-373804	enst00000504263	sg00000251321	pcat4-201	4	79827471	79863247	+	lnc_RNA	lncrna
