distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-9093	enst00000304735	sg00000168140	vasn-201	16	4371848	4383538	+	mRNA	protein_coding
13324	enst00000573245	sg00000262246	coro7-220	16	4387765	4395340	-	lnc_RNA	retained_intron
-16370	enst00000573773	sg00000262246	coro7-221	16	4361650	4364571	-	lnc_RNA	retained_intron
-17713	enst00000575531	sg00000262246	coro7-226	16	4356432	4363228	-	lnc_RNA	retained_intron
-19039	enst00000572666	sg00000262246	coro7-217	16	4358442	4361902	-	lnc_RNA	retained_intron
-21314	enst00000576637	sg00000262246	coro7-232	16	4354968	4359627	-	mRNA	nonsense_mediated_decay
-21317	enst00000572125	sg00000262246	coro7-212	16	4358850	4359624	-	lnc_RNA	retained_intron
-21588	enst00000572274	sg00000103426	coro7-pam16-201	16	4340941	4359353	-	lnc_RNA	processed_transcript
-21613	enst00000574849	sg00000262246	coro7-224	16	4357764	4359328	-	lnc_RNA	retained_intron
-22491	enst00000570779	sg00000262246	coro7-204	16	4355080	4358450	-	mRNA	protein_coding
-25334	enst00000576217	sg00000217930	pam16-214	16	4340251	4355607	-	mRNA	protein_coding
25561	enst00000575714	sg00000262246	coro7-227	16	4357375	4407577	-	lnc_RNA	retained_intron
-29620	enst00000318059	sg00000217930	pam16-201	16	4340251	4351321	-	mRNA	protein_coding
-29621	enst00000575942	sg00000217930	pam16-213	16	4345290	4351320	-	lnc_RNA	processed_transcript
-29626	enst00000571986	sg00000217930	pam16-205	16	4340251	4351315	-	mRNA	nonsense_mediated_decay
-29648	enst00000571178	sg00000217930	pam16-202	16	4340318	4351293	-	mRNA	nonsense_mediated_decay
-29671	enst00000573614	sg00000217930	pam16-209	16	4340251	4351270	-	lnc_RNA	processed_transcript
-29676	enst00000577031	sg00000217930	pam16-215	16	4331549	4351265	-	mRNA	protein_coding
-29886	enst00000575636	sg00000217930	pam16-210	16	4340251	4351055	-	mRNA	nonsense_mediated_decay
30920	enst00000572518	sg00000262246	coro7-215	16	4408186	4412936	-	lnc_RNA	processed_transcript
31473	enst00000576051	sg00000262246	coro7-229	16	4405523	4413489	-	mRNA	protein_coding
-32293	enst00000624337	sg00000280063	ac012676.5-201	16	4346694	4348648	-	unconfirmed_transcript	tec
32410	enst00000576457	sg00000262246	coro7-231	16	4405544	4414426	-	lnc_RNA	processed_transcript
33881	enst00000572026	sg00000262246	coro7-210	16	4407525	4415897	-	lnc_RNA	processed_transcript
33917	enst00000577144	sg00000262246	coro7-233	16	4405545	4415933	-	lnc_RNA	processed_transcript
34563	enst00000572153	sg00000262246	coro7-214	16	4405471	4416579	-	mRNA	nonsense_mediated_decay
34571	enst00000572467	sg00000103426	coro7-pam16-202	16	4340251	4416587	-	mRNA	protein_coding
34579	enst00000570928	sg00000262246	coro7-205	16	4395319	4416595	-	mRNA	nonsense_mediated_decay
34580	enst00000574311	sg00000262246	coro7-223	16	4360278	4416596	-	mRNA	nonsense_mediated_decay
34580	enst00000251166	sg00000262246	coro7-201	16	4354542	4416596	-	mRNA	protein_coding
34580	enst00000571756	sg00000262246	coro7-209	16	4361690	4416596	-	mRNA	nonsense_mediated_decay
34580	enst00000572044	sg00000262246	coro7-211	16	4364830	4416596	-	mRNA	protein_coding
34581	enst00000571052	sg00000262246	coro7-206	16	4388576	4416597	-	mRNA	protein_coding
34610	enst00000576437	sg00000262246	coro7-230	16	4360445	4416626	-	mRNA	nonsense_mediated_decay
34610	enst00000570645	sg00000262246	coro7-203	16	4388607	4416626	-	mRNA	protein_coding
34611	enst00000571227	sg00000262246	coro7-208	16	4354544	4416627	-	mRNA	nonsense_mediated_decay
34611	enst00000574025	sg00000262246	coro7-222	16	4354964	4416627	-	mRNA	protein_coding
34611	enst00000572898	sg00000262246	coro7-218	16	4405510	4416627	-	mRNA	protein_coding
34613	enst00000571059	sg00000262246	coro7-207	16	4388013	4416629	-	mRNA	protein_coding
34613	enst00000537233	sg00000262246	coro7-202	16	4354601	4416629	-	mRNA	protein_coding
34913	enst00000572549	sg00000262246	coro7-216	16	4364652	4416929	-	mRNA	protein_coding
34913	enst00000575850	sg00000262246	coro7-228	16	4395323	4416929	-	mRNA	protein_coding
34914	enst00000575038	sg00000262246	coro7-225	16	4388582	4416930	-	mRNA	protein_coding
-34963	enst00000575884	sg00000217930	pam16-212	16	4345290	4345978	-	lnc_RNA	processed_transcript
-35037	enst00000571941	sg00000217930	pam16-204	16	4340251	4345904	-	mRNA	protein_coding
-36808	enst00000575848	sg00000217930	pam16-211	16	4340251	4344133	-	mRNA	protein_coding
-37180	enst00000573553	sg00000217930	pam16-208	16	4340251	4343761	-	mRNA	protein_coding
-37248	enst00000571819	sg00000217930	pam16-203	16	4341652	4343693	-	lnc_RNA	processed_transcript
-37317	enst00000573450	sg00000217930	pam16-207	16	4340251	4343624	-	lnc_RNA	processed_transcript
-37391	enst00000573236	sg00000217930	pam16-206	16	4340249	4343550	-	lnc_RNA	retained_intron
38478	enst00000575334	sg00000103426	coro7-pam16-203	16	4340251	4420494	-	mRNA	nonsense_mediated_decay
-43123	enst00000574705	sg00000262712	ac012676.1-201	16	4335870	4337818	-	lnc_RNA	lncrna
43507	enst00000572140	sg00000262246	coro7-213	16	4416725	4425523	-	lnc_RNA	processed_transcript
43689	enst00000573165	sg00000262246	coro7-219	16	4416461	4425705	-	mRNA	protein_coding
43789	enst00000431375	sg00000103423	dnaja3-203	16	4425805	4456772	+	mRNA	protein_coding
43844	enst00000355296	sg00000103423	dnaja3-202	16	4425860	4456775	+	mRNA	protein_coding
43849	enst00000576911	sg00000103423	dnaja3-213	16	4425865	4455951	+	mRNA	nonsense_mediated_decay
43849	enst00000575106	sg00000103423	dnaja3-211	16	4425865	4442383	+	mRNA	nonsense_mediated_decay
43849	enst00000570857	sg00000103423	dnaja3-204	16	4425865	4442308	+	mRNA	nonsense_mediated_decay
43852	enst00000262375	sg00000103423	dnaja3-201	16	4425868	4456775	+	mRNA	protein_coding
43852	enst00000572974	sg00000103423	dnaja3-207	16	4425868	4431868	+	lnc_RNA	processed_transcript
43863	enst00000574895	sg00000103423	dnaja3-210	16	4425879	4442393	+	mRNA	protein_coding
44032	enst00000573120	sg00000103423	dnaja3-208	16	4426048	4437625	+	lnc_RNA	retained_intron
44886	enst00000614983	sg00000277170	ac012676.3-201	16	4426902	4427380	+	lnc_RNA	lncrna
48506	enst00000616838	sg00000277440	ac012676.4-201	16	4430522	4431103	+	lnc_RNA	lncrna
-48717	enst00000433375	sg00000126603	glis2-202	16	4332224	4339597	+	mRNA	protein_coding
51371	enst00000619258	sg00000275515	ac012676.2-201	16	4433202	4433387	-	pseudogenic_transcript	processed_pseudogene
51830	enst00000572139	sg00000103423	dnaja3-206	16	4433846	4441477	+	lnc_RNA	processed_transcript
52282	enst00000572009	sg00000103423	dnaja3-205	16	4434298	4441401	+	lnc_RNA	retained_intron
-52601	enst00000576080	sg00000262686	glis2-as1-201	16	4324667	4328340	-	lnc_RNA	lncrna
58241	enst00000577083	sg00000103423	dnaja3-214	16	4440257	4447955	+	lnc_RNA	retained_intron
-66180	enst00000262366	sg00000126603	glis2-201	16	4314761	4339597	+	mRNA	protein_coding
