distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000520854	sg00000106004	hoxa5-202	7	27141807	27142775	-	lnc_RNA	processed_transcript
51	enst00000222726	sg00000106004	hoxa5-201	7	27141052	27143681	-	mRNA	protein_coding
-1459	enst00000521197	sg00000254369	hoxa-as3-203	7	27140364	27152697	+	lnc_RNA	lncrna
-1598	enst00000521401	sg00000105997	hoxa3-204	7	27110691	27140225	-	lnc_RNA	processed_transcript
-1604	enst00000317201	sg00000105997	hoxa3-201	7	27107012	27140219	-	mRNA	protein_coding
-1617	enst00000522788	sg00000105997	hoxa3-206	7	27110388	27140206	-	mRNA	protein_coding
3533	enst00000518947	sg00000254369	hoxa-as3-202	7	27147163	27155928	+	lnc_RNA	lncrna
3853	enst00000521231	sg00000254369	hoxa-as3-204	7	27147483	27152703	+	lnc_RNA	lncrna
4144	enst00000222728	sg00000106006	hoxa6-201	7	27145396	27147774	-	mRNA	protein_coding
6422	enst00000524304	sg00000254369	hoxa-as3-205	7	27150052	27152726	+	lnc_RNA	lncrna
6973	enst00000521478	sg00000106006	hoxa6-202	7	27145662	27150603	-	lnc_RNA	processed_transcript
8931	enst00000467897	sg00000273433	ac004080.6-201	7	27128969	27152561	-	lnc_RNA	lncrna
8951	enst00000518451	sg00000105997	hoxa3-203	7	27126928	27152581	-	lnc_RNA	processed_transcript
8968	enst00000498652	sg00000272801	ac004080.5-201	7	27147366	27152598	-	lnc_RNA	lncrna
-11043	enst00000610970	sg00000197576	hoxa4-204	7	27128507	27130780	-	mRNA	protein_coding
-11066	enst00000360046	sg00000197576	hoxa4-201	7	27128525	27130757	-	mRNA	protein_coding
-11090	enst00000428284	sg00000197576	hoxa4-202	7	27128533	27130733	-	mRNA	protein_coding
-11632	enst00000511914	sg00000197576	hoxa4-203	7	27128664	27130191	-	mRNA	protein_coding
-11846	enst00000518848	sg00000254369	hoxa-as3-201	7	27129977	27152576	+	lnc_RNA	lncrna
12368	enst00000523796	sg00000122592	hoxa7-203	7	27154783	27155998	-	lnc_RNA	processed_transcript
13045	enst00000242159	sg00000122592	hoxa7-201	7	27153716	27156675	-	mRNA	protein_coding
14306	enst00000519842	sg00000122592	hoxa7-202	7	27156454	27157936	-	mRNA	protein_coding
14714	enst00000602610	sg00000270182	ac004080.4-201	7	27158344	27158976	+	lnc_RNA	lncrna
-14803	enst00000612286	sg00000105997	hoxa3-207	7	27106190	27127020	-	mRNA	protein_coding
-18655	enst00000524048	sg00000253552	hoxa-as2-210	7	27123168	27124267	+	lnc_RNA	lncrna
-19247	enst00000521687	sg00000253552	hoxa-as2-207	7	27122576	27128693	+	lnc_RNA	lncrna
-19275	enst00000521159	sg00000253552	hoxa-as2-206	7	27122548	27134302	+	lnc_RNA	lncrna
-19380	enst00000517641	sg00000253552	hoxa-as2-203	7	27122443	27123818	+	lnc_RNA	lncrna
-19906	enst00000517550	sg00000253552	hoxa-as2-201	7	27121917	27128760	+	lnc_RNA	lncrna
-20886	enst00000523364	sg00000253552	hoxa-as2-209	7	27120937	27122650	+	lnc_RNA	lncrna
21827	enst00000673917	sg00000078399	hoxa9-208	7	27163603	27165457	-	mRNA	protein_coding
