distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
0	enst00000544049	sg00000162989	kcnj3-203	2	154698581	154858352	+	mRNA	protein_coding
0	enst00000295101	sg00000162989	kcnj3-201	2	154698695	154858354	+	mRNA	protein_coding
-685	enst00000651198	sg00000162989	kcnj3-204	2	154697855	154857873	+	mRNA	protein_coding
-723	enst00000443901	sg00000287900	ac061961.1-201	2	154696462	154697817	-	lnc_RNA	lncrna
-833	enst00000654516	sg00000287900	ac061961.1-202	2	154688296	154697707	-	lnc_RNA	lncrna
-3603	enst00000662205	sg00000287900	ac061961.1-203	2	154689392	154694937	-	lnc_RNA	lncrna
9510	enst00000493505	sg00000162989	kcnj3-202	2	154709332	154855028	+	lnc_RNA	processed_transcript
-108133	enst00000411358	sg00000223290	rna5sp107-201	2	154590407	154590528	+	pseudogenic_transcript	rrna_pseudogene
-238683	enst00000432599	sg00000238004	ac009227.2-201	2	154459857	154460820	+	lnc_RNA	lncrna
-241102	enst00000434635	sg00000224675	ac009227.1-201	2	154435853	154457438	-	lnc_RNA	lncrna
241245	enst00000430257	sg00000228837	cbx3p6-201	2	154940541	154941067	-	pseudogenic_transcript	processed_pseudogene
-252062	enst00000494805	sg00000144278	galnt13-210	2	154446478	154450694	+	lnc_RNA	retained_intron
-256819	enst00000489553	sg00000144278	galnt13-209	2	154441721	154450801	+	lnc_RNA	processed_transcript
-259948	enst00000453715	sg00000144278	galnt13-207	2	154438592	154450745	+	mRNA	protein_coding
269279	enst00000442706	sg00000230991	ac092625.1-201	2	154964308	154969101	-	lnc_RNA	lncrna
-289529	enst00000422126	sg00000144278	galnt13-203	2	154409011	154450793	+	mRNA	protein_coding
389716	enst00000411265	sg00000223197	rnu6-1001p-201	2	155089439	155089538	-	snRNA	snrna
-396961	enst00000450838	sg00000144278	galnt13-206	2	154301579	154450730	+	mRNA	protein_coding
-411951	enst00000437447	sg00000230251	phbp4-201	2	154286589	154287425	+	pseudogenic_transcript	processed_pseudogene
-440973	enst00000487047	sg00000144278	galnt13-208	2	154257567	154438676	+	lnc_RNA	processed_transcript
